@name,enabled,type,nameUi,order,cost,weight,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,minMainTurrets,minMainBarrels,speedLimiter,#comment,#comment2,#cost_base,#cost_base_mod
bb_4_russiaF,0,hull,Fast Dreadnought I,,-1,-1,1.3,750,emden_hull,2.12,,,russia,"type(bb), ai_min_caliber_main(14), BB_Russia_Rebuilt, RussianCenterline, bb, g2, g3, g4, var(stern_flat)","hsize(1800), hull_form(89), stability(70), floatability(74), endurance(70), spot(0), turn(55), vis(8400), beam(0), draught(0), armor(100)",,,,0.25,2,4,44000,56000,16,,,,,,,28,2,26,,25.5,-1,
bb_4_aushunF,,hull,Fast Dreadnought,,-1,-1,1.3,800,dreadnought_hull_c_long,1.375,,,austria,"type(bb), ai_min_caliber_main(14), BC_Derfflinger, BC_Derfflinger_Large, bb, g3, var(stern_flat), battlecruiser_forward, barbette_need, Big_SuperStructure","hsize(2400), hull_form(88), stability(72), floatability(79), endurance(56), spot(0), turn(70), vis(6700), beam(0), draught(0), armor(100)",,,,0.2,1,3,42000,54000,16,,,,,,,3,6,27,,28.9,-1,
bb_4_japanF,,hull,Fast Dreadnought,,-1,-1,1.3,820,fuso_hull_a,1.09,,,japan,"type(bb), ai_min_caliber_main(14), BB_Fuso_Old, barbette_need, RussianCenterline, bb, g3","hsize(1200), hull_form(87), stability(74), floatability(76), endurance(60), spot(0), turn(55), vis(8000), beam(0), draught(0), armor(100)",,,,0.16,3,5,46000,57000,16,,,,,,,4,8,27,,24.5,-1,
bb_4_franceF,,hull,Fast Dreadnought,,-1,-1,1.3,740,warrior_hull_narrow_long,1.56,,,france,"type(bb), ai_min_caliber_main(14), BB_French_Advanced, bb, g3, var(stern_flat)","hsize(2100), hull_form(77), stability(81), floatability(80), endurance(75), spot(0), turn(45), vis(8150), beam(0), draught(0), armor(100)",,,,0.3,1,2,44500,55500,16,,,,,,,3,6,28,,30,-1,
bb_4_italyF,,hull,Fast Dreadnought,,-1,-1,1.3,810,von_der_tan_hull_c_tall2,1.22,,,"italy, brazil","type(bb), ai_min_caliber_main(14), BB_Super, bb, g3, var(stern_flat)","hsize(900), hull_form(80), stability(58), floatability(62), endurance(58), spot(0), turn(64), vis(8300), beam(0), draught(0), armor(100)",,,,0.18,3,6,45000,57000,16,-2,17,-5,20,,,4,8,28,,24.5,-1,
bb_4_usaF,,hull,Fast Dreadnought,,-1,-1,1.3,845,arizona_hull_a,1.24,,,usa,"type(bb), ai_min_caliber_main(14), bb, BB_USA_Arizona_Big, battlecruiser_forward, No_Barb, g3, g4","hsize(1800), hull_form(78), stability(79), floatability(84), endurance(89), spot(0), turn(54), vis(7900), beam(0), draught(0), armor(100)",,,,0.197,3,6,41000,58000,16,-5,13,,,,,3,6,27,,24.5,-1,
bb_4_germanyF,,hull,Fast Dreadnought,,-1,-1,1.3,790,von_der_tan_hull_a,1.22,,,germany,"type(bb), ai_min_caliber_main(14), BC_Derfflinger, BC_Derfflinger_Large, bb, g3, var(bow_flat_straight), battlecruiser_forward, barbette_need, Big_SuperStructure","hsize(1100), hull_form(87), stability(79), floatability(74), endurance(66), spot(0), turn(49), vis(8550), beam(0), draught(0), armor(100)",,,,0.18,3,6,47000,56000,16,,,,,,,3,6,27,,24.5,-1,
bb_4_britainF,,hull,Fast Dreadnought,,-1,-1,1.3,820,dreadnought_hull_flat_b,1.275,,,britain,"type(bb), ai_min_caliber_main(14), BB_Britain_Alt2, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, var(center_mounts)","hsize(1200), hull_form(91), stability(80), floatability(80), endurance(52), spot(0), turn(52), vis(7700), beam(0), draught(0), armor(100)",,,,0.18,2,4,48500,57500,16,,,,,,,3,6,27,,24.5,-1,
bb_4_japan_wide,,hull,Modernized Dreadnought IV,,-1,-1,1.55,650,fuso_hull_b,1.12,,,japan,"type(bb), ai_min_caliber_main(14), BC_Modernized_Japan, bb, g3, battlecruiser_forward, barbette_need, RussianCenterline","hsize(1700), hull_form(77), stability(85), floatability(90), endurance(84), spot(0), turn(50), vis(8250), beam(0), draught(0), armor(100)",,,,0.23,3,5,42000,69500,16,,21,,,,,3,6,25,,21.7,-1,
bb_4_japan_3,,hull,Modernized Dreadnought III,,-1,-1,1.45,600,fuso_hull_a,1.035,,,japan,"type(bb), ai_min_caliber_main(14), BB_Fuso, barbette_need, bb, g3","hsize(1500), hull_form(83), stability(79), floatability(80), endurance(75), spot(0), turn(55), vis(8050), beam(0), draught(0), armor(100)",,,,0.2,4,7,36000,69000,16,,21,,,,,5,8,25,,22,-1,
bb_2_usa_newyork_wide,,hull,Modernized Dreadnought III,,-1,-1,1.35,780,new_york_hull_a,1.4,,,"usa, argentina","type(bb), ai_min_caliber_main(14), bb, BB_USA_NewYork_modernized_wide, barbette, newyork_style, g3, g4","hsize(2000), hull_form(70), stability(85), floatability(85), endurance(78), spot(0), turn(24), vis(8200), beam(0), draught(0), armor(100)",,,,0.175,1,3,41500,49500,16,,,,,,,3,8,25,,21.3,-1,
bb_4_japan_2,,hull,Modernized Dreadnought II,,-1,-1,1.45,800,dreadnought_hull_d,1.336,,,japan,"type(bb), ai_min_caliber_main(14), BB_Semi_Japan, barbette_need, bb, g3","hsize(900), hull_form(85), stability(82), floatability(83), endurance(70), spot(0), turn(50), vis(7750), beam(0), draught(0), armor(100)",,,,0.2,2,4,51000,67000,16,,,,,,,3,6,25,,22,-1,
bb_4_generic,,hull,Modernized Dreadnought II,,-1,-1,1.45,800,dreadnought_hull_flat_b,1.42,,,"spain, france, italy, portugal, greece","type(bb), ai_min_caliber_main(14), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)","hsize(650), hull_form(88), stability(85), floatability(82), endurance(60), spot(0), turn(39), vis(7800), beam(0), draught(0), armor(100)",,,,0.195,1,2,54000,64000,16,,,,,,,3,6,25,,24,-1,
bb_4_usa_modernized,,hull,Modernized Dreadnought II,,-1,-1,1.35,750,invincible_hull_b,1.45,,,"usa, argentina","type(bb), ai_min_caliber_main(14), BB_Modern_Iowa_modernized, MainTower_Barbette, No_Barb, bb, g3, g4, Middle_SuperStructure","hsize(850), hull_form(70), stability(88), floatability(82), endurance(80), spot(0), turn(24), vis(7900), beam(0), draught(0), armor(100)",,,,0.145,1,2,38500,46500,16,,,,,,,3,6,25,,21,-1,
bb_5_austria,,hull,Modernized Dreadnought II,,-1,-1,1.45,850,dreadnought_hull_c,1.5,,,"austria, korea","type(bb), ai_min_caliber_main(14), BB_Modern_Austria, Middle_SuperStructure, barbette_need, bb, g3, var(stern_flat;mounts_b)","hsize(550), hull_form(71), stability(85), floatability(60), endurance(80), spot(0), turn(24), vis(7750), beam(0), draught(0), armor(100)",,,,0.2,3,5,64000,90500,16,-11.5,14.5,-20.5,18.5,0.73,0.625,3,6,25,,21.5,-1,
bb_5_china,,hull,Modernized Dreadnought II,,-1,-1,1.45,850,dreadnought_hull_c,1.45,,,"china, denmark, norway, sweden","type(bb), ai_min_caliber_main(14), BB_Modern_Austria, Middle_SuperStructure, bb, g3, var(stern_flat;mounts_b)","hsize(650), hull_form(72), stability(75), floatability(60), endurance(75), spot(0), turn(24), vis(7550), beam(0), draught(0), armor(100)",,,,0.19,4,6,61000,87000,16,-9.5,13.5,-20.5,21.5,0.73,0.625,3,6,25,,21.5,-1,
bb_4_generic_alt,,hull,Modernized Dreadnought I,,-1,-1,1.45,800,dreadnought_hull_c,1.225,,,"france, italy, portugal, greece","type(bb), ai_min_caliber_main(14), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)","hsize(650), hull_form(88), stability(81), floatability(75), endurance(59), spot(0), turn(39), vis(7300), beam(0), draught(0), armor(100)",,,,0.145,2,4,34000,44000,16,,,,,,,3,6,25,,24,-1,
bb_modernized_sideguns_var,,hull,Modernized Dreadnought I,,-1,-1,1.35,650,new_york_hull_a,1.16,,,spain,"type(bb), ai_min_caliber_main(14), bb, Kirov_Cruiser, newyork_style, Late_Cross_Deck_plus, g2, g3","hsize(1400), hull_form(72), stability(75), floatability(65), endurance(59), spot(0), turn(55), vis(6200), beam(0), draught(0), armor(100)",,,,0.17,5,7,28950,34900,16,,,,,,,4,8,25,,22.4,-1,
bb_2_usa_newyork_base,,hull,Modernized Dreadnought I,,-1,-1,1.35,700,new_york_hull_b,1.05,,,"usa, argentina","type(bb), ai_min_caliber_main(14), bb, BB_USA_NewYork_modernized, newyork_style, g3, g4","hsize(1200), hull_form(75), stability(75), floatability(75), endurance(63), spot(0), turn(55), vis(6800), beam(0), draught(0), armor(100)",,,,0.17,6,9,25750,32500,16,,,,,,,4,8,25,,22.4,-1,
bb_4_japan,,hull,Modernized Dreadnought I,,-1,-1,1.45,800,dreadnought_hull_c,1.42,,,japan,"type(bb), ai_min_caliber_main(14), BB_Semi_Japan, barbette_need, bb, g3","hsize(700), hull_form(81), stability(85), floatability(81), endurance(75), spot(0), turn(40), vis(7950), beam(0), draught(0), armor(100)",,,,0.2,3,4,49000,65000,16,,,,,,,3,6,25,,22,-1,
bb_5_austria_alt,,hull,Modernized Dreadnought I,,-1,-1,1.45,650,dreadnought_hull_c,1.34,,,austria,"type(bb), ai_min_caliber_main(14), BB_Modernized_Austria_New, Middle_SuperStructure, bb, g3, var(stern_flat;mounts_b)","hsize(550), hull_form(65), stability(89), floatability(63), endurance(82), spot(0), turn(13), vis(7150), beam(0), draught(0), armor(100)",,,,0.2,2,4,44000,60500,16,-11.5,14.5,-20.5,18.5,0.73,0.625,3,6,25,,21.5,-1,
bb_modernized_sideguns,,hull,Modernized Dreadnought I,,-1,-1,1.35,650,new_york_hull_a,1.1,,,"china, denmark, norway, sweden, korea","type(bb), ai_min_caliber_main(14), bb, Kirov_Cruiser, newyork_style, Late_Cross_Deck_plus, g2, g3","hsize(1400), hull_form(79), stability(71), floatability(70), endurance(59), spot(0), turn(55), vis(6000), beam(0), draught(0), armor(100)",,,,0.17,6,8,28750,34500,16,,,,,,,4,8,25,,22.4,-1,
bb_4_russia_small,,hull,Modernized Dreadnought I,,-1,-1,1.45,600,dreadnought_hull_c_tall,1.025,,,russia,"type(bb), ai_min_caliber_main(14), BB_Russia_Rebuilt_Small, RussianCenterline, RussianCenterline_Old, Russian_Central_Turrets, bb, g3, var(stern_flat)","hsize(600), hull_form(74), stability(54), floatability(60), endurance(70), spot(0), turn(55), vis(6500), beam(0), draught(0), armor(100)",,,,0.2,9,12,27500,35000,16,,,,,,,3,6,25,,21,-1,
bb_4_russia,,hull,Modernized Dreadnought,,-1,-1,1.45,800,dreadnought_hull_c_tall,1.15,,,russia,"type(bb), ai_min_caliber_main(14), BB_Russia_Rebuilt, RussianCenterline, bb, g2, g3, g4, var(stern_flat)","hsize(600), hull_form(73), stability(71), floatability(62), endurance(70), spot(0), turn(55), vis(7500), beam(0), draught(0), armor(100)",,,,0.155,8,11,37500,45000,16,,,,,,,3,6,25,,21,-1,
bb_3_britain_modernized,,hull,Modernized Dreadnought,,-1,-1,1.35,750,dreadnought_hull_c_elizabeth,1.175,,,"britain, denmark, norway, sweden, chile","type(bb), ai_min_caliber_main(14), BB_Britain_Modernized, bb, g3, Typical_Modern_BB, Warspite_Var, Middle_SuperStructure","hsize(750), hull_form(72), stability(82), floatability(72), endurance(77), spot(0), turn(34), vis(7100), beam(0), draught(0), armor(100)",,,,0.145,3,5,33500,42000,16,,,,,,,3,6,25,,21,-1,
bb_5_cesare,,hull,Small Modernized Dreadnought,,-1,-1,1.4,500,invincible_hull,1.045,,,"italy, denmark, norway, sweden, brazil","type(bb), ai_min_caliber_main(14), BB_Cesare, No_Barb, Mixed_Quads, Big_SuperStructure, little_funnel_room, bb, g3, g4","hsize(1200), hull_form(90), stability(80), floatability(80), endurance(55), spot(0), turn(60), vis(6100), beam(0), draught(0), armor(100)",,,,0.2,2,3,24000,29000,16,-7.5,12.5,-7.5,18.5,,,3,6,25,,23.5,-1,
bb_3_britain,,hull,Dreadnought VIII,,-1,-1,1.3,700,dreadnought_hull_flat_b,1.275,,,"britain, portugal, greece","type(bb), ai_min_caliber_main(12), BB_British_Advanced, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, var(center_mounts)","hsize(650), hull_form(91), stability(80), floatability(80), endurance(50), spot(0), turn(52), vis(7700), beam(0), draught(0), armor(100)",,,,0.18,2,3,40000,51000,16,,,,,,,3,6,24,,23,-1,
bb_3_britain_elizabeth,,hull,Dreadnought VII,,-1,-1,1.3,700,dreadnought_hull_flat_b,1.225,,,"britain, portugal, greece, chile","type(bb), ai_min_caliber_main(12), BB_British_Advanced, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British","hsize(850), hull_form(87), stability(77), floatability(85), endurance(55), spot(0), turn(53), vis(7900), beam(0), draught(0), armor(100)",,,,0.18,1,2,33000,45000,16,,,,,,,4,8,24,,23,-1,
bb_2_britain_alt2,,hull,Dreadnought VI,,-1,-1,1.05,700,dreadnought_hull_d_short,1.275,,,"britain, greece","type(bb), ai_min_caliber_main(12), BB_Britain_Alt2, bb, g3, barbette_need","hsize(800), hull_form(88), stability(80), floatability(81), endurance(55), spot(0), turn(58), vis(7300), beam(0), draught(0), armor(100)",,,,0.185,1,2,25900,35500,16,,,,,,,4,8,24,,22.3,-1,
bb_4_france,,hull,Dreadnought VI,,-1,-1,1.25,750,dreadnought_hull_c,1.36,,,france,"type(bb), ai_min_caliber_main(12), BB_French_Advanced, bb, g3, var(stern_flat)","hsize(600), hull_form(75), stability(83), floatability(81), endurance(74.5), spot(0), turn(43), vis(7950), beam(0), draught(0), armor(100)",,,,0.195,0,2,44000,60000,16,,,,,,,3,6,24,,23,-1,
bb_2_usa_arizona_var,,hull,Dreadnought VI,,-1,-1,,715,arizona_hull_a,1.2,,,"usa, chile","type(bb), ai_min_caliber_main(12), bb, BB_USA_Arizona_Big, battlecruiser_forward, No_Barb, g3, g4","hsize(1800), hull_form(60), stability(70), floatability(70), endurance(69), spot(0), turn(54), vis(7000), beam(0), draught(0), armor(100)",,,,0.19,3,4,31500,42500,16,-5,13,,,,,4,8,24,,22,-1,
bb_4_german,,hull,Dreadnought V,,-1,-1,1.3,800,dreadnought_hull_c_elizabeth,1.4,,,"germany, ottoman","type(bb), ai_min_caliber_main(12), BC_Derfflinger, BC_Derfflinger_Large, bb, g3, var(stern_step), battlecruiser_forward, barbette_need, Big_SuperStructure","hsize(750), hull_form(86), stability(80), floatability(77), endurance(64), spot(0), turn(45), vis(8250), beam(0), draught(0), armor(100)",,,,0.195,1,3,47000,61000,16,,,,,,,3,6,24,,24.5,-1,
bb_4_italy,,hull,Dreadnought V,,-1,-1,1.25,750,invincible_hull_b,1.28,,,"italy, netherlands, belgium, denmark, norway, sweden, brazil","type(bb), ai_min_caliber_main(12), BB_Super, bb, g3, var(stern_flat)","hsize(800), hull_form(79), stability(80), floatability(79), endurance(66.5), spot(0), turn(51), vis(7550), beam(0), draught(0), armor(100)",,,,0.18,1,3,38000,56000,16,,,,,,,3,6,24,,24,-1,
bb_2_britain_france,,hull,Dreadnought V,,-1,-1,,700,dreadnought_hull_flat_b,1.213,,,france,"type(bb), ai_min_caliber_main(12), BB_French_Advanced, bb, g3, Typical_Modern_BB, barbette_need, Middle_SuperStructure_British, var(center_mounts)","hsize(500), hull_form(80), stability(80), floatability(80), endurance(50), spot(0), turn(49), vis(7000), beam(0), draught(0), armor(100)",,,,0.175,1,2,32000,39500,16,,,,,,,4,8,24,,22,-1,
bb_2_britain_alt4,,hull,Dreadnought V,,-1,-1,1.05,675,dreadnought_hull_c_elizabeth,1.175,,,"britain, greece, chile","type(bb), ai_min_caliber_main(12), BB_Britain_Alt2, bb, g3, barbette_need","hsize(800), hull_form(87), stability(79), floatability(80), endurance(54), spot(0), turn(56), vis(7100), beam(0), draught(0), armor(100)",,,,0.185,2,4,24700,33500,16,,,,,,,4,8,24,,22.3,-1,
bb_2_usa_arizona,,hull,Dreadnought V,,-1,-1,,635,arizona_hull_a,1.15,,,"usa, korea, argentina","type(bb), ai_min_caliber_main(12), bb, BB_USA_Arizona, battlecruiser_forward, No_Barb, g3, g4","hsize(1250), hull_form(56), stability(84), floatability(75), endurance(65), spot(0), turn(53), vis(6200), beam(0), draught(0), armor(100)",,,,0.178,3,5,27500,35500,16,-5,13,,,,,4,8,23,,21.75,-1,
bb_1_scandinavia,,hull,Dreadnought V Imported,,-1,-1,1.3,750,new_york_hull_e,1.24,,,"denmark, norway, sweden","type(bb), ai_min_caliber_main(12), bb, Kirov_Cruiser, newyork_style, Late_Cross_Deck_plus, g2, g3","hsize(1100), hull_form(80), stability(77), floatability(82), endurance(88), spot(0), turn(54), vis(8000), beam(0), draught(0), armor(100)",,,,0.197,3,6,35000,44000,16,,,,,,,3,6,24,,24.5,-1,
bb_2_usa_newyork_var,,hull,Dreadnought IV,,-1,-1,,730,new_york_hull_b,1.35,,,"usa, korea, argentina","type(bb), ai_min_caliber_main(12), bb, BB_USA_NewYork_big, sec_tower_little_room, battlecruiser_forward, g3, g4","hsize(1800), hull_form(58), stability(80), floatability(79), endurance(63), spot(0), turn(50), vis(7200), beam(0), draught(0), armor(100)",,,,0.23,1,3,32500,44500,15,,,,,,,4,8,24,,22,-1,
bb_4,,hull,Dreadnought IV,,-1,-1,1.25,750,dreadnought_hull_c,1.3,,,"russia, china, austria, chile","type(bb), ai_min_caliber_main(12), BB_Super, bb, g3, var(stern_flat)","hsize(600), hull_form(79), stability(80), floatability(79), endurance(72.5), spot(0), turn(48), vis(7750), beam(0), draught(0), armor(100)",,,,0.19795,1,3,46000,62000,15,,,,,,,3,6,23,,24,-1,
bb_3_german,,hull,Dreadnought IV,,-1,-1,1.25,750,dreadnought_hull_c_long,1.434,,,"germany, ottoman","type(bb), ai_min_caliber_main(12), BC_Derfflinger, BC_Derfflinger_Large, bb, g3, var(stern_step), battlecruiser_forward, barbette_need, RussianCenterline","hsize(700), hull_form(85), stability(77), floatability(74), endurance(73.5), spot(0), turn(51), vis(7550), beam(0), draught(0), armor(100)",,,,0.19795,0,1,44000,57000,15,,,,,,,3,6,23,,24.5,-1,
bb_3_japan,,hull,Dreadnought IV,,-1,-1,1.25,700,fuso_hull_a,1.035,,,japan,"type(bb), ai_min_caliber_main(12), BB_Fuso_Old, barbette_need, RussianCenterline, bb, g3","hsize(1000), hull_form(86), stability(73), floatability(71), endurance(50), spot(0), turn(55), vis(7700), beam(0), draught(0), armor(100)",,,,0.16,3,5,26000,46000,15,,,,,,,4,8,23,,23,-1,
bb_2_britain,,hull,Dreadnought IV,,-1,-1,,700,dreadnought_hull_flat_b,1.213,,,"spain, china","type(bb), ai_min_caliber_main(12), BC_BritainSuper, bb, g3, barbette_need, var(center_mounts)","hsize(500), hull_form(84), stability(80), floatability(80), endurance(50), spot(0), turn(49), vis(7000), beam(0), draught(0), armor(100)",,,,0.175,1,2,32000,39500,15,,,,,,,3,6,23,,22,-1,
bb_2_Italy,,hull,Dreadnought IV,,-1,-1,1.075,650,invincible_hull_b,1.18,,,italy,"type(bb), ai_min_caliber_main(12), BB_Super, bb, g3","hsize(1000), hull_form(83), stability(70), floatability(75), endurance(50), spot(0), turn(57), vis(7200), beam(0), draught(0), armor(100)",,,,0.175,1,3,29000,35000,15,,,,,,,3,6,23,,21.5,-1,
bb_2_britain_alt3,,hull,Dreadnought IV,,-1,-1,,675,dreadnought_hull_c,1.25,,,"britain, greece, denmark, norway, sweden","type(bb), ai_min_caliber_main(12), BB_Britain_Alt2, BB_Iron_Duke, bb, g2, g3, var(stern_flat)","hsize(700), hull_form(84), stability(77), floatability(79), endurance(53), spot(0), turn(52), vis(6900), beam(0), draught(0), armor(100)",,,,0.185,2,4,23600,31500,15,,,,,,,4,6,23,,21.9,-1,
bb_3_france,,hull,Dreadnought IV,,-1,-1,,700,dreadnought_hull_c_elizabeth,1.2,,,"france, brazil","type(bb), ai_min_caliber_main(12), BB_French_Advanced, bb, Typical_Modern_BB, barbette_need, g3","hsize(850), hull_form(78), stability(79), floatability(78), endurance(55), spot(0), turn(53), vis(7300), beam(0), draught(0), armor(100)",,,,0.17,0,2,28000,36000,15,,,,,,,4,8,23,,21.8,-1,
bb_2_usa_newyork_base_var,,hull,Experimental Dreadnought IV,,-1,-1,,700,new_york_hull_c,1.1,,,usa,"type(bb), ai_min_caliber_main(12), bb, BB_USA_NewYork_addon, battlecruiser_forward, RussianCenterline, g3","hsize(1200), hull_form(61), stability(75), floatability(75), endurance(55), spot(0), turn(55), vis(6800), beam(0), draught(0), armor(100)",,,,0.205,4,8,28500,39500,15,,,,,,,4,8,23,,21.5,-1,
bb_2_usa_newyork_var2,,hull,Dreadnought III,,-1,-1,,625,new_york_hull_d,1,,,"usa, denmark, norway, sweden, korea, argentina","type(bb), ai_min_caliber_main(12), bb, BB_USA_NewYork_gen2, battlecruiser_forward, RussianCenterline, g3","hsize(1500), hull_form(55), stability(80), floatability(79), endurance(55), spot(0), turn(50), vis(6600), beam(0), draught(0), armor(100)",,,,0.206,4,8,26000,33500,14,,,,,,,4,8,22.5,,21.5,-1,
bb_3,,hull,Dreadnought III,,-1,-1,1.15,700,dreadnought_hull_d,1.23,,,"japan, russia, spain, china, austria, netherlands, belgium, brazil, chile","type(bb), ai_min_caliber_main(12), BB_Super, bb, g3, gv(2)","hsize(600), hull_form(85), stability(75), floatability(70), endurance(60), spot(0), turn(50), vis(7500), beam(0), draught(0), armor(100)",,,,0.19,0,2,36000,44000,14,,,,,,,3,6,22.5,,22,-1,
bb_2_german,,hull,Dreadnought III,,-1,-1,,700,dreadnought_hull_d_short,1.2,,,"germany, ottoman","type(bb), ai_min_caliber_main(12), BC_Derfflinger, bb, g3, battlecruiser_forward, barbette_need, RussianCenterline","hsize(2450), hull_form(84), stability(75), floatability(77), endurance(60), spot(0), turn(60), vis(6900), beam(0), draught(0), armor(100)",,,,0.18,0,3,27000,34000,14,,,,,,,3,6,22.5,,21.8,-1,
bb_2_britain_alt,,hull,Dreadnought III,,-1,-1,,650,dreadnought_hull_d,1,,,"britain, greece","type(bb), ai_min_caliber_main(12), BB_Britain_Alt, bb, g2","hsize(580), hull_form(87), stability(75), floatability(77), endurance(57), spot(0), turn(55), vis(6700), beam(0), draught(0), armor(100)",,,,0.185,2,4,21000,29500,14,,,,,,,4,6,22.5,,21.5,-1,
bb_1_italy,,hull,Dreadnought III,,-1,-1,,640,fuso_hull_a,0.95,,,italy,"type(bb), ai_min_caliber_main(12), BB_Italy_Old, Old_Small_Towers,barbette_need, bb, g3","hsize(1000), hull_form(86), stability(60), floatability(62), endurance(52), spot(0), turn(66), vis(6400), beam(0), draught(0), armor(100)",,,,0.18,1,3,23000,30000,14,,,,,,,4,8,22.5,,21.8,-1,
bb_2_france,,hull,Dreadnought III,,-1,-1,,600,dreadnought_hull_d_short,1,,,"france, portugal","type(bb), ai_min_caliber_main(12), BB_French_Early, bb, g2","hsize(1450), hull_form(80), stability(65), floatability(67), endurance(67), spot(0), turn(62), vis(6900), beam(0), draught(0), armor(100)",,,,0.18,1,3,22500,28000,14,,,,,,,3,6,22.5,,21.8,-1,
bb_2_usa,,hull,Experimental Dreadnought III,,-1,-1,1.05,750,south_carolina_hull_a,1.5,,,usa,"type(bb), ai_min_caliber_main(12), BB_USA2, bb, g3","hsize(1000), hull_form(58), stability(83), floatability(77), endurance(63), spot(0), turn(55), vis(6500), beam(0), draught(0), armor(100)",,,,0.21,1,2,42500,49500,14,,,,,,,4,6,22.5,,21.5,-1,
