name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
hull_strength_6,hull_strength,,$technology_name_hull_strength_6,1905,,80,"hull(5), stat(hull_form;5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), engine_vibrations(10), unlock(bb_1_russia;bb_1_russia_gangut;bb_1;bb_1_italy_small;bb_1_french;bb_1_japan;bb_1_german;bb_1_german_nassau;bb_1_usa;bb_1_russia_alt;bb_2_usa_newyork_var3;bb_1_austria;bb_1_china_semi;bb_1_spain;bb_1_german_early;bb_1_austrian_early;bb_1_greece;bb_1_italy_fast), obsolete(b_1_austria;b1_massena_var1;b1_massena_var2;b1_massena_var3;b1_brennus;b1_bouvet;b1_bouvet2;b_1;b_1_usa;b_2;b_2_usa;b1_russiaold;b1_tsesarevich_france;b1_tsesarevich_russia;b_1_russia;b_2_borodino;b_2_borodino_largedeck;b_2_china_exp;b2_germany;b2_friedrich;b1_germany;b1_germanyexport;b2_germanyexport;b3_britain;b_1;b1_bouvet_semidreadnought;b1_maine_varsides;b1_maine_varsmall;b_1_italian_3mast;b_1_italian_Large_3mast;b_2_austria;b_3_russia;b_1_usa_var;b_2_italy;b_1_usa_var_exp1;b_1_usa_var_exp2;b_1_usa_var_exp3;b_2_usa_semi;b_2_usa_semi2;b_1_largegeneric;b_3_austria;bb_1_greece)",,,$technology_desc_hull_strength_6,"Technology advances allow the building of larger battleships with powerful main guns. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_7,hull_strength,,$technology_name_hull_strength_7,1907,,69,"hull(0.5), stat(hull_form;0.5), stat(stability;0.5), stat(floatability;0.5), stat(endurance;0.5), engine_vibrations(1), unlock(bb_2_japan;bb_2_russia;bb_2_russia_gangut;bb_2;bb_2_ned;bb_2_usa_texas_base;bb_1_german_helgoland;bb_1_italy_medium;bb_1_large;bb_1_french_large;bb_3_usa_var;bb_1_austria_larger), obsolete(b1_maine_semidread2;bb_1_italy_semi;b2_danton)",,,$technology_desc_hull_strength_7,"Technology advances allow the building of larger battleships with powerful main guns. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_8,hull_strength,,$technology_name_hull_strength_8,1909,,69,"hull(0.5), stat(hull_form;0.5), stat(stability;0.5), stat(floatability;0.5), stat(endurance;0.5), engine_vibrations(1),unlock(bb_2_usa_newyork_var2;bb_3;bb_3_ned;bb_2_german;bb_2_britain_alt;bb_1_italy;bb_2_france;bb_2_usa)",,,$technology_desc_hull_strength_7,"Technology advances allow the building of larger battleships with powerful main guns. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_9,hull_strength,,$technology_name_hull_strength_9,1911,,69,"hull(5), stat(hull_form;5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), unlock(bb_1_scandinavia;bb_4;bb_2_usa_newyork_var;bb_3_german;bb_3_japan;bb_2_britain;bb_2_Italy;bb_2_usa_newyork_base_var;bb_2_britain_alt3;bb_3_france)",,,$technology_desc_hull_strength_9,"An advanced method of making ships more durable by attaching multiple metal plates around the main hull. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_10,hull_strength,,$technology_name_hull_strength_10,1913,,69,"stat(endurance;2.5), engine_vibrations(5), unlock(bb_4_german;bb_4_italy;bb_2_britain_france;bb_2_britain_alt4;bb_2_usa_arizona)",,,$technology_desc_hull_strength_10,"An advanced method of making ships more durable by attaching multiple metal plates around the main hull. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_11,hull_strength,,$technology_name_hull_strength_11,1916,,69,"hull(5), stat(endurance;2.5), engine_vibrations(5), unlock(bb_2_britain_alt2;bb_3_britain_elizabeth;bb_4_france;bb_2_usa_arizona_var), obsolete(bb_1_russia;bb_1_russia_gangut;bb_1;bb_1_italy_small;bb_1_french;bb_1_japan;bb_1_german;bb_1_german_nassau)",,,$technology_desc_hull_strength_11,The development of structural steels that meet the latest technology requirements with low production costs. *Endurance +2.5%*,,
hull_strength_12_3,hull_strength,,$technology_name_hull_strength_12_3,1923,,69,"unlock (bb_4_russiaF2;bb_4_aushunF;bb_4_japanF;bb_4_franceF;bb_4_italyF;bb_4_usaF;bb_4_germanyF;bb_4_britainF;bb_4_britain_nelson;bb_4_spainF;bb_4_chinaF;bb_4_portugalF;bb_4_dutchF), obsolete (bb_1_usa;bb_1_russia_alt;bb_2_usa_newyork_var3;bb_1_austria;bb_1_china_semi;bb_1_spain;bb_1_german_early;bb_1_austrian_early;bb_1_greece;bb_1_italy_fast)",,,$technology_desc_hull_strength_12_3,,,
hull_strength_12,hull_strength,,$technology_name_hull_strength_12,1927,,69,"hull(5), stat(hull_form;5), stat(endurance;2.5), unlock(bb_3_britain;bb_4_generic_alt;bb_modernized_sideguns_var;bb_2_usa_newyork_base;bb_4_japan;bb_5_austria_alt;bb_modernized_sideguns;bb_4_russia_small;bb_4_russia;bb_3_britain_modernized;bb_5_cesare), obsolete(bb_2_japan;bb_2_russia;bb_2_russia_gangut;bb_2;bb_2_usa_texas_base;bb_1_german_helgoland;bb_1_italy_medium;bb_1_large;bb_1_french_large)",,,$technology_desc_hull_strength_12,"New technology allows lighter hull materials of large strength. *Hull weight -2.5%, Hull Form +2.5%, Endurance +2.5%*",,
hull_strength_12_2,hull_strength,,$technology_name_hull_strength_12_2,1929,,69,"unlock (bb_5_mod_france;bb_4_japan_3;bb_2_usa_newyork_wide;bb_4_japan_2;bb_4_generic;bb_4_usa_modernized;bb_5_austria;bb_5_china), obsolete(bb_3_usa_var;bb_1_austria_larger;bb_2_usa_newyork_var2;bb_3;bb_2_german;bb_2_britain_alt;bb_1_italy;bb_2_france;bb_2_usa)",,,$technology_desc_hull_strength_12_2,,,
hull_strength_13,hull_strength,,$technology_name_hull_strength_13,1932,,99,"hull(5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), engine_vibrations(5), unlock(bb_5_assault_austria;bb_5_assault;bb_4_britain;bb_7_china_exp;bb_5_austrian_pocket;bb_5_generic_small;bb_5_kgeorge;bb_5_bismarck_small;bb_5_old;bb_usa_north_carolina_large;bb_5_italy;bb_5_france;bb_5_russia;bb_6_china;bb_6_austria;bb_5_japan;bb_6_china_exp;bb_5_exp_france;bb_4_japan_wide;bb_5_bismarck_extrasmall), obsolete(bb_4_german;bb_4_italy;bb_2_britain_france;bb_2_britain_alt4;bb_2_usa_newyork_var;bb_3_britain;bb_3_britain_elizabeth;bb_2_britain_alt2;bb_4_france;bb_2_usa_arizona_var;bb_1_scandinavia;bb_4;bb_2_usa_arizona;bb_3_german;bb_3_japan;bb_2_britain;bb_2_Italy;bb_2_usa_newyork_base_var;bb_2_britain_alt3;bb_3_france)",,,$technology_desc_hull_strength_13,"Naval architecture reaches its peak by allowing the construction of immensely large and complex hulls. *Allows the building of bigger dreadnought battleships, Stability +2.5%, Floatability +2.5%, Endurance +2.5%",Allows the building of bigger dreadnought battleships,
hull_strength_14,hull_strength,,$technology_name_hull_strength_14,1937,,69,"stat(hull_form;5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), engine_vibrations(5), unlock(bb_6_iowa;bb_6;bb_7_austria;bb_7_kgeorge;bb_7_littorio;bb_7_china;bb_6_italy;bb_6_spain;bb_6_kgeorge;bb_6_russia;bb_5;bb_5_iowa_small;bb_5_bismarck;bb_5_richelieu;bb_8_china;bb_6_bismarck;bb_7_russia;bb_6_richelieu;bb_7_spain), obsolete(bb_4_generic_alt;bb_modernized_sideguns_var;bb_2_usa_newyork_base;bb_4_japan;bb_5_austria_alt;bb_modernized_sideguns;bb_4_russia_small;bb_4_russia;bb_3_britain_modernized;bb_5_cesare;bb_4_japan_3;bb_2_usa_newyork_wide;bb_4_japan_2;bb_4_generic;bb_4_usa_modernized;bb_5_austria;bb_5_china;bb_5_mod_france;bb_4_russiaF2;bb_4_aushunF;bb_4_japanF;bb_4_franceF;bb_4_italyF;bb_4_usaF;bb_4_germanyF;bb_4_britainF;bb_4_spainF;bb_4_chinaF;bb_4_portugalF;bb_4_dutchF)",,,$technology_desc_hull_strength_14,"Ship design of the highest standards is possible by applying the latest scientific methods. *Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",,
hull_strength_15,hull_strength,,$technology_name_hull_strength_15,1942,,69,unlock(bb_7_scandinavia;bb_7_france;bb_7_bismarck;bb_7_soyuz;bb_6_france;bb_6_byzantine;bb_6_portugal;bb_6_soyuz;bb_5_iowa;bb_6_littorio;bb_4_japan_wide;bb_5_japan;bb_6_china_exp;bb_5_exp_france),,,$technology_desc_hull_strength_15,"Ship design of the highest standards is possible by applying the latest scientific methods. *Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",,
hull_strength_end,hull_strength,,$technology_name_hull_strength_end,1948,,135,"end, stat(hull_form;0.1), stat(stability;0.5), stat(floatability;0.5), stat(endurance;0.1), engine_vibrations(0.25)",,,$technology_desc_hull_strength_end,"Ship design of the highest standards is possible by applying the latest scientific methods. *Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",,
# $techType_name_hull_construction,hull_construction,,,,,,,,,,,,
hull_construction_1,hull_construction,,$technology_name_hull_construction_1,1895,1,90,"hull(1), build(5), flaws(15)",,,$technology_desc_hull_construction_1,"New mechanisms make the fastening of metal joints more effective. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%*",,
hull_construction_2,hull_construction,,$technology_name_hull_construction_2,1899,1,90,"hull(1), build(5), flaws(10)",,,$technology_desc_hull_construction_2,"All the necessary procedures of hull stiffening are enhanced, utilizing mechanical tools of the latest technology. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%**",,
hull_construction_3,hull_construction,,$technology_name_hull_construction_3,1902,1,90,"hull(1), build(5), flaws(10)",,,$technology_desc_hull_construction_3,"Even the most complex shapes of metals are made possible by perfecting the production procedures. *Hull weight -1%, Floatability +5%, Flaws Chance -5%*",,
hull_construction_4,hull_construction,,$technology_name_hull_construction_4,1909,1,90,"hull(1), build(7.5), flaws(5)",,,$technology_desc_hull_construction_4,"Hull is measured for weight and stability utilizing the latest scientific methods. *Hull weight -1%, Ship Construction Time -2.5%, Flaws Chance -5%*",,
hull_construction_5,hull_construction,,$technology_name_hull_construction_5,1912,1,90,"build(7.5), flaws(5)",,,$technology_desc_hull_construction_5,"All building berths are equipped with large steel cranes, able to to handle tons of material in the most efficient manner. *Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_6,hull_construction,,$technology_name_hull_construction_6,1916,1,90,"build(7.5), flaws(5)",,,$technology_desc_hull_construction_6,"Cutting steel of all shapes and sizes is now easier and faster. *Ship construction time -2.5%, Flaws Chance -5%**",,
hull_construction_7,hull_construction,,$technology_name_hull_construction_7,1924,1,90,"hull(1.5), build(5), flaws(5)",,,$technology_desc_hull_construction_7,"Jointing metals using the power of electricity makes hull development faster and more efficient. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%*",,
hull_construction_8,hull_construction,,$technology_name_hull_construction_8,1938,1,90,"hull(2.5), build(2.5), flaws(10)",,,$technology_desc_hull_construction_8,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_9,hull_construction,,$technology_name_hull_construction_9,1894,1,90,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_10,hull_construction,,$technology_name_hull_construction_10,1905,1,90,flaws(10),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_11,hull_construction,,$technology_name_hull_construction_11,1912,1,90,"build(5), flaws(15)",,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_12,hull_construction,,$technology_name_hull_construction_12,1925,1,90,flaws(10),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_13,hull_construction,,$technology_name_hull_construction_13,1931,1,90,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_14,hull_construction,,$technology_name_hull_construction_14,1949,1,325,flaws(20),,,$technology_desc_hull_construction_14,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_15,hull_construction,,$technology_name_hull_construction_15,1913,1,90,"build(5), flaws(5)",,,$technology_desc_hull_construction_15,"All building berths are equipped with large steel cranes, able to to handle tons of material in the most efficient manner. *Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_16,hull_construction,,$technology_name_hull_construction_16,1943,1,90,"build(7.5), flaws(-5)",,,$technology_desc_hull_construction_16,"All building berths are equipped with large steel cranes, able to to handle tons of material in the most efficient manner. *Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_17,hull_construction,,$technology_name_hull_construction_17,1955,1,90,"hull(2.5), build(10), flaws(10)",,,$technology_desc_hull_construction_17,"Jointing metals using the power of electricity makes hull development faster and more efficient. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%*",,
hull_construction_end,hull_construction,,$technology_name_hull_construction_end,1958,1,180,"end, hull(0.25), build(1), flaws(0.25)",,,$technology_desc_hull_construction_end,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
# $Ui_Constr_ArmorQuality,armor_quality,,,,,,,,,,,,
armor_quality_1,armor_quality,,$technology_name_armor_quality_1,1890,,40,"start, armor_c(20), armor_str(-10)",armor_0,,$technology_desc_armor_quality_1,,,
armor_quality_2,armor_quality,,$technology_name_armor_quality_2,1890,,70,"start, armor_c(-25), armor_str(15)",armor_1,,$technology_desc_armor_quality_2,,,
armor_quality_3,armor_quality,,$technology_name_armor_quality_3,1893,,70,"armor_c(-80), armor_str(50), flaws(-5), stat(endurance;1)",armor_2,,$technology_desc_armor_quality_3,,,
armor_quality_4,armor_quality,,$technology_name_armor_quality_4,1897,,70,"armor_c(-65), armor_str(60)",armor_3,,$technology_desc_armor_quality_4,,,
armor_quality_5,armor_quality,,$technology_name_armor_quality_5,1901,1,100,"armor_c(-100), armor_str(70)",armor_4,,$technology_desc_armor_quality_5,,,
armor_quality_6,armor_quality,,$technology_name_armor_quality_6,1905,1,70,"armor_c(-130), armor_str(80)",armor_5,,$technology_desc_armor_quality_6,,,
armor_quality_7,armor_quality,,$technology_name_armor_quality_7,1910,1,100,"armor_c(-145), armor_str(90)",armor_6,,$technology_desc_armor_quality_7,,,
armor_quality_8,armor_quality,,$technology_name_armor_quality_8,1915,1,110,"armor_c(-170), armor_str(100)",armor_7,,$technology_desc_armor_quality_8,,,
armor_quality_9,armor_quality,,$technology_name_armor_quality_9,1917,1,120,"armor_c(-280), armor_str(100), armor(1), flaws(-10), stat(endurance;2)",armor_8,,$technology_desc_armor_quality_9,,,
armor_quality_10,armor_quality,,$technology_name_armor_quality_10,1922,1,70,"armor_c(-200), armor_str(110), stat(endurance;1)",armor_9,,$technology_desc_armor_quality_10,,,
armor_quality_11,armor_quality,,$technology_name_armor_quality_11,1925,1,100,"armor_c(-230), armor_str(120), stat(endurance;2)",armor_10,,$technology_desc_armor_quality_11,,,
armor_quality_12,armor_quality,,$technology_name_armor_quality_12,1932,1,100,"armor_c(-265), armor_str(130), stat(endurance;3)",armor_11,,$technology_desc_armor_quality_12,,,
armor_quality_13,armor_quality,,$technology_name_armor_quality_13,1933,1,100,"armor_c(-300), armor_str(140), stat(endurance;4)",armor_12,,$technology_desc_armor_quality_13,,,
armor_quality_14,armor_quality,,$technology_name_armor_quality_14,1935,1,110,"armor_c(-440), armor_str(140), armor(2), flaws(-15), stat(endurance;6)",armor_13,,$technology_desc_armor_quality_14,,,
armor_quality_15,armor_quality,,$technology_name_armor_quality_15,1940,1,100,"armor_c(-350), armor_str(160), stat(endurance;5)",armor_14,,$technology_desc_armor_quality_15,,,
armor_quality_16,armor_quality,,$technology_name_armor_quality_16,1944,1,110,"armor_c(-380), armor_str(180), stat(endurance;7)",armor_15,,$technology_desc_armor_quality_16,,,
armor_quality_17,armor_quality,,$technology_name_armor_quality_17,1949,1,120,"armor_c(-435), armor_str(200), stat(endurance;10)",armor_16,,$technology_desc_armor_quality_17,,,
armor_quality_18,armor_quality,,$technology_name_armor_quality_18,1953,1,120,"armor_c(-625), armor_str(210), armor(3), flaws(-25), stat(endurance;14)",armor_17,,$technology_desc_armor_quality_18,,,
armor_quality_19,armor_quality,,$technology_name_armor_quality_19,1958,1,100,"armor_c(-500), armor_str(220), stat(endurance;12)",armor_18,,$technology_desc_armor_quality_19,,,
armor_quality_20,armor_quality,,$technology_name_armor_quality_20,1965,1,150,"armor_c(-610), armor_str(240), armor(1), flaws(-10), stat(endurance;15)",armor_19,,$technology_desc_armor_quality_20,,,
armor_quality_21,armor_quality,,$technology_name_armor_quality_21,1970,1,190,"armor_c(-770), armor_str(250), armor(2.5), flaws(-20), stat(endurance;18)",armor_20,,$technology_desc_armor_quality_21,,,
# $techType_name_armor_forging,armor_forging,,,,,,,,,,,,
armor_forging_1,armor_forging,,$technology_name_armor_forging_1,1890,,89,"armor(4), build(2.5)",,,$technology_desc_armor_forging_1,,,
armor_forging_2,armor_forging,,$technology_name_armor_forging_2,1894,1,89,"belt(5), deck(5)",,,$technology_desc_armor_forging_2,,,
