#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#2,#3,#4,#5,#6,#7,#8,#9,#10
gun_11_x3_alt_china,,279,gun_11_x3_alt,china,,maine_gun_254_x3_a,1.175,1.27,0.66,,maine_gun_254_x3_b,1.285,1.398,0.66,,dreadnought_gun_b_305_x3,1.045,1.126,0.66,,litt_gun_381a_x3,0.759,0.8222,0.66,50,iowa_gun_406_x3,0.645,0.69,0.66,,,,,,,,,,,
gun_12_x2_alt_china,,305,gun_12_x2_alt,china,,maine_gun_254_x2_a,1.28,1.375,0.82,,maine_gun_254_x2_b,1.408,1.521,0.82,,dreadnought_gun_b_305_x2,1.136,1.217,0.82,,litt_gun_381a_x2,0.8272,0.8904,0.82,45,litt_gun_381a_x2,0.8272,0.8904,0.82,,,,,,,,,,,
gun_12_x3_alt_china,,305,gun_12_x3_alt,china,,maine_gun_254_x3_a,1.28,1.375,0.66,,maine_gun_254_x3_b,1.408,1.521,0.66,,dreadnought_gun_b_305_x3,1.136,1.217,0.66,,litt_gun_381a_x3,0.8272,0.8904,0.66,45,litt_gun_381a_x3,0.8272,0.8904,0.66,,,,,,,,,,,
gun_13_x2_alt_china,,330,gun_13_x2_alt,china,,maine_gun_254_x2_a,1.385,1.48,0.88,,ny_gun_210_x2,2.0365,2.171,0.88,,dreadnought_gun_b_305_x2,1.227,1.308,0.88,,litt_gun_381a_x2,0.8954,0.9586,0.88,45,litt_gun_381a_x2,0.8954,0.9586,0.88,,,,,,,,,,,
gun_13_x3_alt_china,,330,gun_13_x3_alt,china,,maine_gun_254_x3_a,1.385,1.48,0.705,,ny_gun_210_x3,2.0365,2.171,0.705,,dreadnought_gun_b_305_x3,1.227,1.308,0.705,,litt_gun_381a_x3,0.8954,0.9586,0.705,45,litt_gun_381a_x3,0.8954,0.9586,0.705,,,,,,,,,,,
gun_14_x2_alt_china,,356,gun_14_x2_alt,china,,maine_gun_254_x2_a,1.49,1.585,0.88,,ny_gun_210_x2,2.191,2.3255,0.88,,dreadnought_gun_b_305_x2,1.318,1.399,0.88,,litt_gun_381a_x2,0.9636,1.0268,0.88,45,litt_gun_381a_x2,0.9636,1.0268,0.88,,,,,,,,,,,
gun_14_x3_alt_china,,356,gun_14_x3_alt,china,,maine_gun_254_x3_a,1.49,1.585,0.705,,ny_gun_210_x3,2.191,2.3255,0.705,,dreadnought_gun_b_305_x3,1.318,1.399,0.705,,litt_gun_381a_x3,0.9636,1.0268,0.705,45,litt_gun_381a_x3,0.9636,1.0268,0.705,,,,,,,,,,,
gun_15_x2_alt_china,,381,gun_15_x2_alt,china,,maine_gun_254_x2_a,1.595,1.69,0.9,,ny_gun_210_x2,2.3455,2.48,0.9,,mackensen_gun_350_x2,1.2227,1.29,0.9,,litt_gun_381a_x2,1.0318,1.095,0.9,45,litt_gun_381a_x2,1.0318,1.095,0.9,,,,,,,,,,,
gun_15_x3_alt_china,,381,gun_15_x3_alt,china,,maine_gun_254_x3_a,1.595,1.69,0.72,,ny_gun_210_x3,2.3455,2.48,0.72,,spee_gun_280_x3_a,1.2227,1.29,0.72,,litt_gun_381a_x3,1.0318,1.095,0.72,45,litt_gun_381a_x3,1.0318,1.095,0.72,,,,,,,,,,,
gun_16_x2_alt_china,,406,gun_16_x2_alt,china,,maine_gun_254_x2_a,1.7,1.795,0.93,,ny_gun_210_x2,2.5,2.6345,0.93,,mackensen_gun_350_x2,1.3,1.3673,0.93,,litt_gun_381a_x2,1.1,1.1632,0.93,45,litt_gun_381a_x2,1.1,1.1632,0.93,,,,,,,,,,,
gun_16_x3_alt_china,,406,gun_16_x3_alt,china,,maine_gun_254_x3_a,1.7,1.795,0.75,,ny_gun_210_x3,2.5,2.6345,0.75,,spee_gun_280_x3_a,1.3,1.3673,0.75,,litt_gun_381a_x3,1.1,1.1632,0.75,45,litt_gun_381a_x3,1.1,1.1632,0.75,,,,,,,,,,,
gun_17_x2_alt_china,,432,gun_17_x2_alt,china,,ny_gun_210_x2,2.6545,2.789,0.95,,nelson_gun_406_x2,1.1682,1.2314,0.95,,nelson_gun_406_x2,1.1682,1.2314,0.95,,ussr_gun_406_x2,0.945,0.99,0.95,45,ussr_gun_406_x2,0.945,0.99,0.95,,,,,,,,,,,
gun_17_x3_alt_china,,432,gun_17_x3_alt,china,,ny_gun_210_x3,2.6545,2.789,0.775,,nelson_gun_406_x3,1.1682,1.2314,0.775,,nelson_gun_406_x3,1.1682,1.2314,0.775,,ussr_gun_406_x3,0.945,0.99,0.775,45,ussr_gun_406_x3,0.945,0.99,0.775,,,,,,,,,,,
gun_18_x2_alt_china,,457,gun_18_x2_alt,china,,ny_gun_210_x2,2.809,2.9435,0.985,,nelson_gun_406_x2,1.2364,1.2996,0.985,,nelson_gun_406_x2,1.2364,1.2996,0.985,,ussr_gun_406_x2,0.995,1.04,0.985,45,ussr_gun_406_x2,0.995,1.04,0.985,,,,,,,,,,,
gun_18_x3_alt_china,,457,gun_18_x3_alt,china,,ny_gun_210_x3,2.809,2.9435,0.81,,nelson_gun_406_x3,1.2364,1.2996,0.81,,nelson_gun_406_x3,1.2364,1.2996,0.81,,ussr_gun_406_x3,0.995,1.04,0.81,45,ussr_gun_406_x3,0.995,1.04,0.81,,,,,,,,,,,
gun_19_x2_alt_china,,483,gun_19_x2_alt,china,,,,,0.95,,nelson_gun_406_x2,1.3046,1.3678,0.95,,nelson_gun_406_x2,1.3046,1.3678,0.95,,ussr_gun_406_x2,1.045,1.09,0.95,45,ussr_gun_406_x2,1.045,1.09,0.95,,,,,,,,,,,
gun_19_x3_alt_china,,483,gun_19_x3_alt,china,,,,,0.78,,nelson_gun_406_x3,1.3046,1.3678,0.78,,nelson_gun_406_x3,1.3046,1.3678,0.78,,ussr_gun_406_x3,1.045,1.09,0.78,45,ussr_gun_406_x3,1.045,1.09,0.78,,,,,,,,,,,
gun_20_x2_alt_china,,508,gun_20_x2_alt,china,,,,,0.85,,nelson_gun_406_x2,1.3728,1.436,0.85,,nelson_gun_406_x2,1.3728,1.436,0.85,,ussr_gun_406_x2,1.095,1.14,0.85,45,ussr_gun_406_x2,1.095,1.14,0.85,,,,,,,,,,,
gun_20_x3_alt_china,,508,gun_20_x3_alt,china,,,,,0.7,,nelson_gun_406_x3,1.3728,1.436,0.7,,nelson_gun_406_x3,1.3728,1.436,0.7,,ussr_gun_406_x3,1.095,1.14,0.7,45,ussr_gun_406_x3,1.095,1.14,0.7,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
