# Index,Enabled,Part ID,Mount Rotation,Position,Mount Position Type,Valid Part Types,Min Caliber,Max Caliber,Min Barrel #,Max Barrel #,Collision Checks,Left Fire Angle Override,Right Fire Angle Override,Orient Fire Arc?,Rotate Same?,# Comment 1,# Comment 2
#,,,(0-360),"(x: +Starboard/-Port, y: +Up/-Down, z: Fore/Aft)","(any, center, side)",See Comment,"in, 0 = all","in, 0 = all",0 = all,0 = all,See Comment,See Comment,See Comment,fore/aft or starboard/port. No clue what it does.,1=true/0=false. No clue what it does.,,
@index,enabled,parent,rotation,position,mount_pos_type,accepts,caliber_min,caliber_max,barrels_min,barrels_max,collision,angle_left,angle_right,orientation,rotate_same,,
# emden_funnel_b,,,,,,,,,,,,,,,,,
# emden_funnel_c,,,,,,,,,,,,,,,,,
# friedrich_funnel_a _thick,,,,,,,,,,,,,,,,,
# friedrich_funnel_a _thick_tall,,,,,,,,,,,,,,,,,
# friedrich_funnel_a,,,,,,,,,,,,,,,,,
# friedrich_funnel_b,,,,,,,,,,,,,,,,,
# friedrich_funnel_c,,,,,,,,,,,,,,,,,
# friedrich_funnel_d,,,,,,,,,,,,,,,,,
# friedrich_funnel_doubleround,,,,,,,,,,,,,,,,,
# friedrich_funnel_round,,,,,,,,,,,,,,,,,
# fuso_funnel_a,,,,,,,,,,,,,,,,,
1,,fuso_funnel_a,0,"(0.0000, 0.0000, 14.7200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
2,,fuso_funnel_a,0,"(0.0000, 0.0000, 13.7200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
3,,fuso_funnel_a,0,"(0.0000, 0.0000, 12.7200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
4,,fuso_funnel_a,0,"(0.0000, 0.0000, 15.7200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
5,,fuso_funnel_a,0,"(0.0000, 0.0000, 16.7200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
6,,fuso_funnel_a,0,"(8.0000, 0.0000, 8.9000)",side,barbette,,6,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
7,,fuso_funnel_a,0,"(-8.0000, 0.0000, 8.9000)",side,barbette,,6,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
8,,fuso_funnel_a,180,"(0.0000, 0.0000, -9.8200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
9,,fuso_funnel_a,180,"(0.0000, 0.0000, -10.8200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
10,,fuso_funnel_a,180,"(0.0000, 0.0000, -13.8200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
11,,fuso_funnel_a,180,"(0.0000, 0.0000, -12.8200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
12,,fuso_funnel_a,180,"(0.0000, 0.0000, -11.8200)",,si_barbette,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
13,,fuso_funnel_a,270,"(-8.2241, 3.0238, -5.4685)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
14,,fuso_funnel_a,90,"(8.2241, 3.0238, -5.4685)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
15,,fuso_funnel_a,300,"(-3.0289, 3.0238, 6.5188)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
16,,fuso_funnel_a,60,"(3.0289, 3.0238, 6.5188)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,fuso_funnel_a,300,"(-6.2289, 3.0238, 0.2188)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,fuso_funnel_a,60,"(6.2289, 3.0238, 0.2188)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# fuso_funnel_b,,,,,,,,,,,,,,,,,
1,,fuso_funnel_b,90,"(5.6893, 3.0238, -0.0226)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,37,,1,,
2,,fuso_funnel_b,270,"(-5.6893, 3.0238, -0.0226)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-35,77,,1,,
3,,fuso_funnel_b,90,"(5.6893, 3.0238, -2.8286)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-35,77,,1,,
4,,fuso_funnel_b,270,"(-5.6893, 3.0238, -2.8286)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,37,,1,,
# fuso_funnel_c,,,,,,,,,,,,,,,,,
# fuso_funnel_c_thick,,,,,,,,,,,,,,,,,
# gazelle_funnel_a,,,,,,,,,,,,,,,,,
# gazelle_funnel_b,,,,,,,,,,,,,,,,,
# gazelle_funnel_b_var,,,,,,,,,,,,,,,,,
# gazelle_funnel_big,,,,,,,,,,,,,,,,,
1,,gazelle_funnel_big,0,"(5.9613, 6.1000, -0.0004)",side,barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,227,,1,,
2,,gazelle_funnel_big,0,"(-5.9613, 6.1000, -0.0004)",side,barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,227,,1,,
# hood_funnel_a,,,,,,,,,,,,,,,,,
# hood_funnel_b,,,,,,,,,,,,,,,,,
# inflex_funnel_a,,,,,,,,,,,,,,,,,
# invincible_funnel_a,,,,,,,,,,,,,,,,,
# invincible_funnel_b,,,,,,,,,,,,,,,,,
# invincible_funnel_b_long,,,,,,,,,,,,,,,,,
# invincible_funnel_c,,,,,,,,,,,,,,,,,
# iowa_funnel_a,,,,,,,,,,,,,,,,,
# iowa_funnel_b,,,,,,,,,,,,,,,,,
# irresistible_funnel_a,,,,,,,,,,,,,,,,,
# irresistible_funnel_b,,,,,,,,,,,,,,,,,
# jap_tb_funnel_average,,,,,,,,,,,,,,,,,
# jap_tb_funnel_big,,,,,,,,,,,,,,,,,
# jap_tb_funnel_small,,,,,,,,,,,,,,,,,
# king_george_funnel_a,,,,,,,,,,,,,,,,,
1,,king_george_funnel_a,90,"(2.5985, 6.1001, -3.8136)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,70,,1,,
2,,king_george_funnel_a,270,"(-2.5985, 6.1001, -3.8136)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,70,,1,,
# king_george_funnel_b,,,,,,,,,,,,,,,,,
# littorio_funnel_a,,,,,,,,,,,,,,,,,
# littorio_funnel_b,,,,,,,,,,,,,,,,,
# littorio_funnel_c,,,,,,,,,,,,,,,,,
# maine_funnel_a,,,,,,,,,,,,,,,,,
# maine_funnel_b,,,,,,,,,,,,,,,,,
# maine_funnel_c,,,,,,,,,,,,,,,,,
# maine_funnel_d,,,,,,,,,,,,,,,,,
1,,maine_funnel_d,270,"(-3.0898, 8.2400, -0.3263)",,casemate,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
2,,maine_funnel_d,90,"(3.0898, 8.2400, -0.3263)",,casemate,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
3,,maine_funnel_d,270,"(-2.9309, 0.0000, -0.3263)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
4,,maine_funnel_d,90,"(2.9309, 0.0000, -0.3263)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# maine_funnel_e,,,,,,,,,,,,,,,,,
# maine_funnel_f,,,,,,,,,,,,,,,,,
# massena_funnel_a,,,,,,,,,,,,,,,,,
# massena_funnel_b,,,,,,,,,,,,,,,,,
# moga_funnel_a,,,,,,,,,,,,,,,,,
# moga_funnel_b,,,,,,,,,,,,,,,,,
# monitor_funnel_a,,,,,,,,,,,,,,,,,
# monitor_funnel_b,,,,,,,,,,,,,,,,,
# monte_funnel_a,,,,,,,,,,,,,,,,,
1,,monte_funnel_a,270,"(-5.3700, 2.3900, 2.8200)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
2,,monte_funnel_a,90,"(5.3700, 2.3900, 2.8200)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
3,,monte_funnel_a,270,"(-5.3700, 2.3900, -5.2500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
4,,monte_funnel_a,90,"(5.3700, 2.3900, -5.2500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
5,,monte_funnel_a,270,"(-5.3700, 0.0000, -1.2700)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
6,,monte_funnel_a,90,"(5.3700, 0.0000, -1.2700)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,monte_funnel_a,270,"(-7.0000, 0.0000, 2.8200)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,75,,1,,
-1,,monte_funnel_a,90,"(7.0000, 0.0000, 2.8200)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,75,,1,,
-1,,monte_funnel_a,270,"(-7.0000, 0.0000, -5.2500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,75,,1,,
-1,,monte_funnel_a,90,"(7.0000, 0.0000, -5.2500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,75,,1,,
# monte_funnel_b,,,,,,,,,,,,,,,,,
1,,monte_funnel_b,90,"(1.4900, 5.6900, -3.5500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
2,,monte_funnel_b,270,"(-1.4900, 5.6900, -3.5500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
3,,monte_funnel_b,180,"(0.0000, 2.8500, -13.2100)",center,barbette,5,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,starboard/port,,,
# monte_funnel_c,,,,,,,,,,,,,,,,,
1,,monte_funnel_c,90,"(1.4900, 5.6900, -5.1500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
2,,monte_funnel_c,270,"(-1.4900, 5.6900, -5.1500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# monte_funnel_d,,,,,,,,,,,,,,,,,
1,,monte_funnel_d,90,"(5.1300, 2.2700, 2.3500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
2,,monte_funnel_d,270,"(-5.1300, 2.2700, 2.3500)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
# monte_funnel_e,,,,,,,,,,,,,,,,,
1,,monte_funnel_e,180,"(0.0000, 2.3800, -8.9100)",center,barbette,5,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# monte_funnel_f,,,,,,,,,,,,,,,,,
# nelson_funnel_a,,,,,,,,,,,,,,,,,
-1,,nelson_funnel_a,90,"(3.6000, 9.1000, -2.1000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
-1,,nelson_funnel_a,270,"(-3.6000, 9.1000, -2.1000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
# nelson_funnel_b,,,,,,,,,,,,,,,,,
-1,,nelson_funnel_b,90,"(3.6000, 6.2000, -2.1000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
-1,,nelson_funnel_b,270,"(-3.6000, 6.2000, -2.1000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
# nelson_funnel_c,,,,,,,,,,,,,,,,,
-1,,nelson_funnel_c,90,"(3.6000, 10.1000, -2.1000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
-1,,nelson_funnel_c,270,"(-3.6000, 10.1000, -2.1000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
# nelson_funnel_d,,,,,,,,,,,,,,,,,
1,,nelson_funnel_d,90,"(4.2200, 5.0800, -2.2300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent,ignore_expand",-80,80,,1,,
2,,nelson_funnel_d,270,"(-4.2200, 5.0800, -2.2300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent,ignore_expand",-80,80,,1,,
-1,,nelson_funnel_d,90,"(2.0000, 10.3400, 5.3000)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-80,80,,1,,
-1,,nelson_funnel_d,270,"(-2.0000, 10.3400, 5.3000)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-80,80,,1,,
3,,nelson_funnel_d,90,"(4.1100, 7.4500, 2.8100)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-80,80,,1,,
4,,nelson_funnel_d,270,"(-4.1100, 7.4500, 2.8100)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-80,80,,1,,
5,,nelson_funnel_d,90,"(8.4400, 3.1000, 6.4000)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-65,67,,1,,
6,,nelson_funnel_d,270,"(-8.4400, 3.1000, 6.4000)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-65,67,,1,,
-1,,nelson_funnel_d,90,"(8.4400, 3.1000, -1.0000)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-65,67,,1,,
-1,,nelson_funnel_d,270,"(-8.4400, 3.1000, -1.0000)",side,barbette,,3,,,"ignore_collision_check,ignore_parent,ignore_expand",-65,67,,1,,
-1,,nelson_funnel_d,90,"(8.4400, 3.1000, 2.7500)",side,barbette,4,5,,,"ignore_collision_check,ignore_parent,ignore_expand",-65,67,,1,,
-1,,nelson_funnel_d,270,"(-8.4400, 3.1000, 2.7500)",side,barbette,4,5,,,"ignore_collision_check,ignore_parent,ignore_expand",-65,67,,1,,
-1,,nelson_funnel_d,0,"(14.0000, 0.0000, 2.2400)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent,ignore_expand",10,160,,1,,
-1,,nelson_funnel_d,0,"(-14.0000, 0.0000, 2.2400)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent,ignore_expand",-160,-10,,1,,
# new_york_funnel_a,,,,,,,,,,,,,,,,,
# new_york_funnel_b,,,,,,,,,,,,,,,,,
# new_york_funnel_c,,,,,,,,,,,,,,,,,
# new_york_funnel_d,,,,,,,,,,,,,,,,,
# new_york_funnel_e,,,,,,,,,,,,,,,,,
# pola_funnel_a,,,,,,,,,,,,,,,,,
# pola_funnel_a_wide,,,,,,,,,,,,,,,,,
# richelieu_funnel_a,,,,,,,,,,,,,,,,,
1,,richelieu_funnel_a,285,"(-3.8184, 13.1762, 6.8230)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,,,
2,,richelieu_funnel_a,75,"(3.8184, 13.1762, 6.8230)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,,,
3,,richelieu_funnel_a,180,"(2.4483, 13.1762, 1.8954)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-150,70,,,,
4,,richelieu_funnel_a,180,"(-2.4483, 13.1762, 1.8954)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,170,,,,
# richelieu_funnel_b,,,,,,,,,,,,,,,,,
1,,richelieu_funnel_b,285,"(-3.8184, 13.1836, 6.8230)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,,,
2,,richelieu_funnel_b,75,"(3.8184, 13.1836, 6.8230)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,,,
3,,richelieu_funnel_b,180,"(2.4483, 13.1836, 1.8954)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-150,70,,,,
4,,richelieu_funnel_b,180,"(-2.4483, 13.1836, 1.8954)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,170,,,,
# south_carolina_funnel_a,,,,,,,,,,,,,,,,,
# south_carolina_funnel_b,,,,,,,,,,,,,,,,,
# spee_funnel_a,,,,,,,,,,,,,,,,,
1,,spee_funnel_a,45,"(2.1100, 10.7800, 7.5800)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
2,,spee_funnel_a,315,"(-2.1100, 10.7800, 7.5800)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
3,,spee_funnel_a,105,"(1.6857, 10.7800, -2.4319)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
4,,spee_funnel_a,255,"(-1.6857, 10.7800, -2.4319)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,77,,1,,
# texas_funnel_a,,,,,,,,,,,,,,,,,
# transport_funnel,,,,,,,,,,,,,,,,,
1,,transport_funnel,90,"(2.8310, 4.1176, -1.0527)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
2,,transport_funnel,270,"(-2.8310, 4.1176, -1.0527)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# trento_funnel_a,,,,,,,,,,,,,,,,,
# trento_funnel_b,,,,,,,,,,,,,,,,,
# ussr_funnel_a,,,,,,,,,,,,,,,,,
# ussr_funnel_b,,,,,,,,,,,,,,,,,
# vdt_funnel_a,,,,,,,,,,,,,,,,,
# vdt_funnel_b,,,,,,,,,,,,,,,,,
# vdt_funnel_b_long,,,,,,,,,,,,,,,,,
# vdt_funnel_c,,,,,,,,,,,,,,,,,
# virginia_funnel_a,,,,,,,,,,,,,,,,,
# warrior_funnel_a,,,,,,,,,,,,,,,,,
# warrior_funnel_b,,,,,,,,,,,,,,,,,
# warrior_funnel_c,,,,,,,,,,,,,,,,,
# yamato_funnel_a,,,,,,,,,,,,,,,,,
# agamemnon_tower_main_a,,,,,,,,,,,,,,,,,
# akizuki_tower_main_a,,,,,,,,,,,,,,,,,
-1,,akizuki_tower_main_a,0,"(0.0000, -0.1000, -9.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_a,0,"(0.0000, -0.1000, -8.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_a,0,"(0.0000, -0.1000, -7.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_a,0,"(0.0000, -0.1000, -6.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_a,0,"(0.0000, 0.0000, 7.5000)",center,si_barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_a,0,"(0.0000, 0.0000, 8.5000)",center,si_barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# akizuki_tower_main_b,,,,,,,,,,,,,,,,,
-1,,akizuki_tower_main_b,0,"(0.0000, -0.1000, -9.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_b,0,"(0.0000, -0.1000, -8.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_b,0,"(0.0000, -0.1000, -7.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_b,0,"(0.0000, -0.1000, -6.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_b,0,"(0.0000, 0.0000, 7.5000)",center,si_barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_b,0,"(0.0000, 0.0000, 8.5000)",center,si_barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# akizuki_tower_main_b_cruiser,,,,,,,,,,,,,,,,,
-1,,akizuki_tower_main_b_cruiser,90,"(2.7600, 8.0700, 1.0000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-80,80,,,,
-1,,akizuki_tower_main_b_cruiser,270,"(-2.7600, 8.0700, 1.0000)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-80,80,,,,
# akizuki_tower_main_c,,,,,,,,,,,,,,,,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -9.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -8.5000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -8.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -7.5000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -7.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -6.5000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.1000, -6.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.0000, 7.5000)",center,si_barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_c,0,"(0.0000, 0.0000, 8.5000)",center,si_barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# akizuki_tower_main_d,,,,,,,,,,,,,,,,,
1,,akizuki_tower_main_d,0,"(0.0000, 2.9400, 5.0000)",,barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",-150,170,,1,,
-1,,akizuki_tower_main_d,0,"(0.0000, 0.0000, 16.0000)",,barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",-150,170,,1,,
-1,,akizuki_tower_main_d,0,"(0.0000, 0.0000, 17.0000)",,barbette,4,,,,"ignore_parent,ignore_expand,ignore_collision_check",-150,170,,1,,
-1,,akizuki_tower_main_d,0,"(3.9900, 3.6400, -7.2000)",side,barbette,,4,,,"ignore_parent,ignore_expand,ignore_collision_check",5,177,,,,
-1,,akizuki_tower_main_d,0,"(-3.9900, 3.6400, -7.2000)",side,barbette,,4,,,"ignore_parent,ignore_expand,ignore_collision_check",-175,-7,,,,
-1,,akizuki_tower_main_d,0,"(0.0000, -0.1000, -14.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_d,0,"(0.0000, -0.1000, -15.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_d,0,"(0.0000, -0.1000, -16.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
-1,,akizuki_tower_main_d,0,"(0.0000, -0.1000, -17.0000)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# arizona_tower_main_a,,,,,,,,,,,,,,,,,
9,,arizona_tower_main_a,321,"(-2.7700, 10.5600, 4.0800)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,110,,1,,
10,,arizona_tower_main_a,39,"(2.7700, 10.5600, 4.0800)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,110,,1,,
11,,arizona_tower_main_a,263.8,"(-5.0600, 8.1700, -1.2900)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-75,87,,1,,
12,,arizona_tower_main_a,96.2,"(5.0600, 8.1700, -1.2900)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-85,77,,1,,
13,,arizona_tower_main_a,321,"(-4.5500, 4.3300, 0.1100)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-60,67,,1,,
14,,arizona_tower_main_a,39,"(4.5500, 4.3300, 0.1100)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-70,80,,1,,
15,,arizona_tower_main_a,321,"(-5.5500, 4.3300, -4.0100)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-30,90,,1,,
16,,arizona_tower_main_a,39,"(5.5500, 4.3300, -4.0100)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-30,90,,1,,
17,,arizona_tower_main_a,258.8,"(-6.3400, 4.3300, -6.6900)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-65,77,,1,,
18,,arizona_tower_main_a,101.2,"(6.3400, 4.3300, -6.6900)",side,barbette,,3,,,"ignore_parent,ignore_expand,ignore_collision_check",-65,77,,1,,
-1,,arizona_tower_main_a,270,"(-8.0000, 0.0000, -7.3500)",side,barbette,3,4,,,"ignore_parent,ignore_expand,ignore_collision_check",-65,67,,1,,
-1,,arizona_tower_main_a,90,"(8.0000, 0.0000, -7.3500)",side,barbette,3,4,,,"ignore_parent,ignore_expand,ignore_collision_check",-65,67,,1,,
-1,,arizona_tower_main_a,270,"(-8.0000, 0.0000, -2.2500)",side,barbette,3,4,,,"ignore_parent,ignore_expand,ignore_collision_check",-65,67,,1,,
-1,,arizona_tower_main_a,90,"(8.0000, 0.0000, -2.2500)",side,barbette,3,4,,,"ignore_parent,ignore_expand,ignore_collision_check",-65,67,,1,,
-1,,arizona_tower_main_a,-30,"(-8.6000, 0.0000, 4.1000)",side,barbette,4,5,,,"ignore_parent,ignore_expand,ignore_collision_check",-140,27,,,,
-1,,arizona_tower_main_a,30,"(8.6000, 0.0000, 4.1000)",side,barbette,4,5,,,"ignore_parent,ignore_expand,ignore_collision_check",-25,140,,,,
19,,arizona_tower_main_a,0,"(0.0000, 0.0000, -6.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
20,,arizona_tower_main_a,0,"(0.0000, 0.0000, -7.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
21,,arizona_tower_main_a,0,"(0.0000, 0.0000, -8.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
22,,arizona_tower_main_a,0,"(0.0000, 0.0000, -9.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
23,,arizona_tower_main_a,0,"(0.0000, 0.0000, -10.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
24,,arizona_tower_main_a,0,"(0.0000, 0.0000, -11.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
25,,arizona_tower_main_a,0,"(0.0000, 0.0000, -12.5700)",,funnel,,,,,"ignore_parent,ignore_expand,ignore_collision_check",,,,1,,
# arizona_tower_main_b,,,,,,,,,,,,,,,,,
1,,arizona_tower_main_b,323,"(-5.2100, 2.0700, 11.7400)",side,barbette,4,5,,,"ignore_parent,ignore_expand,ignore_collision_check",-95,47,,1,,
