#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_12,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_13,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_14,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_15,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_3_x1_alt,,76,gun_3_x1_alt,,,maine_gun_152_x1,0.7691,0.861,1.45,,maine_gun_152_x1,0.7786,0.8716,1.45,,small_gun_c_76_x1,1.5896,1.7795,1.45,,small_gun_e_76_x1,0.9549,1.069,1.45,,akizuki_gun_b_127_x1,0.8754,0.98,1.45,,,,,,,,,,,
gun_3_x2_alt,,76,gun_3_x2_alt,,,maine_gun_152_x2,0.7691,0.861,1.08,,maine_gun_152_x2,0.7786,0.8716,1.08,,maine_gun_152_x2,0.7884,0.8826,1.08,,iowa_gun_127_x2,1.0084,1.1289,1.08,,moga_gun_127_x2,1.0215,1.1436,1.08,,,,,,,,,,,
gun_3_x3_alt,,76,gun_3_x3_alt,,,maine_gun_152_x3,0.7691,0.861,0.83,,maine_gun_152_x3,0.7786,0.8716,0.83,,maine_gun_152_x3,0.7884,0.8826,0.83,,iowa_gun_127_x3,1.0084,1.1289,0.83,,moga_gun_127_x3,1.0204,1.1423,0.83,,,,,,,,,,,
gun_4_x1_alt,,102,gun_4_x1_alt,,,maine_gun_152_x1,0.9176,1.001,1.7,,maine_gun_152_x1,0.9289,1.0133,1.7,,dd_s_gun_d_102_x1,0.943,1.0287,1.7,,hood_gun_140_x1,1.0327,1.1266,1.7,,akizuki_gun_b_127_x1,1.0444,1.1393,1.7,,,,,,,,,,,
gun_4_x2_alt,,102,gun_4_x2_alt,,,maine_gun_152_x2,0.9176,1.001,1.28,,maine_gun_152_x2,0.9289,1.0133,1.28,,maine_gun_254_x2_b,0.468,0.5106,1.28,,ussr_gun_100_x2,0.9029,0.985,1.28,,moga_gun_127_x2,1.2188,1.3296,1.28,,,,,,,,,,,
gun_4_x3_alt,,102,gun_4_x3_alt,,,maine_gun_152_x3,0.9176,1.001,1,,maine_gun_152_x3,0.9289,1.0133,1,,maine_gun_254_x3_b,0.468,0.5106,1,,ussr_gun_100_x3,0.9025,0.9845,1,,moga_gun_127_x3,1.2174,1.328,1,,,,,,,,,,,
gun_5_x1_alt,,127,gun_5_x1_alt,,,maine_gun_152_x1,1.0466,1.124,1.25,,maine_gun_152_x1,1.0595,1.1378,1.25,,dd_s_gun_d_102_x1,1.0755,1.155,1.25,,hood_gun_140_x1,1.1778,1.2648,1.25,,akizuki_gun_b_127_x1,1.1912,1.2792,1.25,,,,,,,,,,,
gun_5_x2_alt,,127,gun_5_x2_alt,,,maine_gun_152_x2,1.0466,1.124,0.95,,maine_gun_152_x2,1.0595,1.1378,0.95,,maine_gun_254_x2_b,0.5338,0.5733,0.95,,ussr_gun_100_x2,1.0298,1.1059,0.95,,ussr_gun_100_x2,1.0427,1.1198,0.95,,,,,,,,,,,
gun_5_x3_alt,,127,gun_5_x3_alt,,,maine_gun_152_x3,1.0466,1.124,0.75,,maine_gun_152_x3,1.0595,1.1378,0.75,,maine_gun_254_x3_b,0.5338,0.5733,0.75,,ussr_gun_100_x3,1.0294,1.1055,0.75,,ussr_gun_100_x3,1.0424,1.1194,0.75,,,,,,,,,,,
gun_6_x2_alt,,152,gun_6_x2_alt,,,ny_gun_210_x2,0.8737,0.9281,0.86,,ny_gun_210_x2,0.8846,0.9397,0.86,,maine_gun_254_x2_b,0.5946,0.6317,0.86,,ussr_gun_100_x2,1.1471,1.2185,0.86,,ussr_gun_100_x2,1.1614,1.2337,0.86,,,,,,,,,,,
gun_6_x3_alt,,152,gun_6_x3_alt,,,ny_gun_210_x3,0.8737,0.9281,0.66,,ny_gun_210_x3,0.8846,0.9397,0.66,,maine_gun_254_x3_b,0.5946,0.6317,0.66,,ussr_gun_100_x3,1.1466,1.218,0.66,,ussr_gun_100_x3,1.161,1.2333,0.66,,,,,,,,,,,
gun_7_x2_alt,,178,gun_7_x2_alt,,,ny_gun_210_x2,0.9855,1.0383,0.9,,ny_gun_210_x2,0.9978,1.0512,0.9,,hood_gun_380_x2,0.5369,0.5657,0.9,,ussr_gun_152_x2,0.9437,0.9942,0.9,,ussr_gun_152_x2,0.9555,1.0067,0.9,,,,,,,,,,,
gun_7_x3_alt,,178,gun_7_x3_alt,,,ny_gun_210_x3,0.9855,1.0383,0.705,,ny_gun_210_x3,0.9978,1.0512,0.705,,hood_gun_380_x3,0.5369,0.5657,0.705,,ussr_gun_152_x3,0.9441,0.9946,0.705,,ussr_gun_152_x3,0.9558,1.007,0.705,,,,,,,,,,,
gun_8_x2_alt,,203,gun_8_x2_alt,,,ny_gun_210_x2,1.0923,1.1438,0.88,,ny_gun_210_x2,1.106,1.1582,0.88,,hood_gun_380_x2,0.5951,0.6232,0.88,,ussr_gun_152_x2,1.046,1.0953,0.88,,ussr_gun_152_x2,1.059,1.1089,0.88,,,,,,,,,,,
gun_8_x3_alt,,203,gun_8_x3_alt,,,ny_gun_210_x3,1.0923,1.1438,0.69,,ny_gun_210_x3,1.106,1.1582,0.69,,hood_gun_380_x3,0.5951,0.6232,0.69,,ussr_gun_152_x3,1.0464,1.0958,0.69,,ussr_gun_152_x3,1.0594,1.1094,0.69,,,,,,,,,,,
gun_9_x2_alt,,229,gun_9_x2_alt,,,ny_gun_210_x2,1.2033,1.2538,0.82,,ny_gun_210_x2,1.2183,1.2694,0.82,,irresistible_gun_305_x2,0.8195,0.8539,0.82,,dreadnought_gun_305_x2,0.8299,0.8647,0.82,,ussr_gun_152_x2,1.1666,1.2156,0.82,,,,,,,,,,,
gun_9_x3_alt,,229,gun_9_x3_alt,,,ny_gun_210_x3,1.2033,1.2538,0.64,,ny_gun_210_x3,1.2183,1.2694,0.64,,irresistible_gun_305_x3,0.8195,0.8539,0.64,,dreadnought_gun_305_x3,0.8299,0.8647,0.64,,ussr_gun_152_x3,1.167,1.216,0.64,,,,,,,,,,,
gun_10_x2_alt,,254,gun_10_x2_alt,,,ny_gun_210_x2,1.3102,1.3599,0.9,,ny_gun_210_x2,1.3266,1.3769,0.9,,irresistible_gun_305_x2,0.8923,0.9262,0.9,,dreadnought_gun_305_x2,0.9037,0.938,0.9,,ussr_gun_152_x2,1.2702,1.3184,0.9,,,,,,,,,,,
gun_10_x3_alt,,254,gun_10_x3_alt,,,ny_gun_210_x3,1.3102,1.3599,0.68,,ny_gun_210_x3,1.3266,1.3769,0.68,,irresistible_gun_305_x3,0.8923,0.9262,0.68,,dreadnought_gun_305_x3,0.9037,0.938,0.68,,ussr_gun_152_x3,1.2707,1.3189,0.68,,,,,,,,,,,
gun_11_x2_alt,,279,gun_11_x2_alt,,,ny_gun_210_x2,1.4176,1.4667,0.82,,ny_gun_210_x2,1.4353,1.485,0.82,,irresistible_gun_305_x2,0.9655,0.999,0.82,,dreadnought_gun_305_x2,0.9777,1.0116,0.82,,ussr_gun_152_x2,1.3743,1.4219,0.82,,,,,,,,,,,
gun_11_x3_alt,,279,gun_11_x3_alt,,,ny_gun_210_x3,1.4176,1.4667,0.66,,ny_gun_210_x3,1.4353,1.485,0.66,,irresistible_gun_305_x3,0.9655,0.999,0.66,,dreadnought_gun_305_x3,0.9777,1.0116,0.66,,ussr_gun_152_x3,1.3749,1.4225,0.66,,,,,,,,,,,
gun_12_x2_alt,,305,gun_12_x2_alt,,,ny_gun_210_x2,1.5299,1.5785,0.82,,ny_gun_210_x2,1.549,1.5982,0.82,,agamemnon_gun_305_x2,1.042,1.0751,0.82,,agamemnon_gun_305_x2,1.0552,1.0887,0.82,,agamemnon_gun_305_x2,1.0681,1.102,0.82,,,,,,,,,,,
gun_12_x3_alt,,305,gun_12_x3_alt,,,ny_gun_210_x3,1.5299,1.5785,0.66,,ny_gun_210_x3,1.549,1.5982,0.66,,agamemnon_gun_305_x3,1.042,1.0751,0.66,,agamemnon_gun_305_x3,1.0552,1.0887,0.66,,agamemnon_gun_305_x3,1.0681,1.102,0.66,,,,,,,,,,,
gun_13_x2_alt,,330,gun_13_x2_alt,,,ny_gun_210_x2,1.6387,1.6869,0.88,,ny_gun_210_x2,1.6592,1.708,0.88,,agamemnon_gun_305_x2,1.1161,1.1489,0.88,,agamemnon_gun_305_x2,1.1302,1.1634,0.88,,agamemnon_gun_305_x2,1.1441,1.1778,0.88,,,,,,,,,,,
gun_13_x3_alt,,330,gun_13_x3_alt,,,ny_gun_210_x3,1.6387,1.6869,0.705,,ny_gun_210_x3,1.6592,1.708,0.705,,agamemnon_gun_305_x3,1.1161,1.1489,0.705,,agamemnon_gun_305_x3,1.1302,1.1634,0.705,,agamemnon_gun_305_x3,1.1441,1.1778,0.705,,,,,,,,,,,
gun_14_x2_alt,,356,gun_14_x2_alt,,,maine_gun_254_x2_b,1.1635,1.1953,0.88,,dreadnought_gun_c_305_x2,1.1996,1.2324,0.88,,dreadnought_gun_c_305_x2,1.2144,1.2476,0.88,,agamemnon_gun_305_x2,1.209,1.242,0.88,,agamemnon_gun_305_x2,1.2238,1.2572,0.88,,,,,,,,,,,
gun_14_x3_alt,,356,gun_14_x3_alt,,,maine_gun_254_x3_b,1.1635,1.1953,0.705,,dreadnought_gun_c_305_x3,1.1996,1.2324,0.705,,dreadnought_gun_c_305_x3,1.2144,1.2476,0.705,,agamemnon_gun_305_x3,1.209,1.242,0.705,,agamemnon_gun_305_x3,1.2238,1.2572,0.705,,,,,,,,,,,
gun_15_x2_alt,,381,gun_15_x2_alt,,,warrior_gun_228_x2,1.614,1.6552,0.9,,irresistible_gun_305_x2,1.2535,1.2855,0.9,,dreadnought_gun_b_305_x2,1.2693,1.3017,0.9,,dreadnought_gun_b_305_x2,1.2853,1.3181,0.9,,ussr_gun_406_x2,0.868,0.8902,0.9,,,,,,,,,,,
gun_15_x3_alt,,381,gun_15_x3_alt,,,warrior_gun_228_x3,1.614,1.6552,0.72,,irresistible_gun_305_x3,1.2535,1.2855,0.72,,dreadnought_gun_b_305_x3,1.2693,1.3017,0.72,,dreadnought_gun_b_305_x3,1.2853,1.3181,0.72,,ussr_gun_406_x3,0.868,0.8902,0.72,,,,,,,,,,,
gun_16_x2_alt,,406,gun_16_x2_alt,,,warrior_gun_228_x2,1.7109,1.752,0.93,,irresistible_gun_305_x2,1.3287,1.3606,0.93,,dreadnought_gun_b_305_x2,1.3454,1.3777,0.93,,dreadnought_gun_b_305_x2,1.3625,1.3952,0.93,,ussr_gun_406_x2,0.9201,0.9422,0.93,,,,,,,,,,,
gun_16_x3_alt,,406,gun_16_x3_alt,,,warrior_gun_228_x3,1.7109,1.752,0.75,,irresistible_gun_305_x3,1.3287,1.3606,0.75,,dreadnought_gun_b_305_x3,1.3454,1.3777,0.75,,dreadnought_gun_b_305_x3,1.3625,1.3952,0.75,,ussr_gun_406_x3,0.9201,0.9422,0.75,,,,,,,,,,,
gun_17_x2_alt,,432,gun_17_x2_alt,,,warrior_gun_228_x2,1.8126,1.8535,0.95,,irresistible_gun_305_x2,1.4077,1.4395,0.95,,dreadnought_gun_b_305_x2,1.4254,1.4576,0.95,,dreadnought_gun_b_305_x2,1.4435,1.4761,0.95,,ussr_gun_406_x2,0.9748,0.9968,0.95,,,,,,,,,,,
gun_17_x3_alt,,432,gun_17_x3_alt,,,warrior_gun_228_x3,1.8126,1.8535,0.775,,irresistible_gun_305_x3,1.4077,1.4395,0.775,,dreadnought_gun_b_305_x3,1.4254,1.4576,0.775,,dreadnought_gun_b_305_x3,1.4435,1.4761,0.775,,ussr_gun_406_x3,0.9748,0.9968,0.775,,,,,,,,,,,
gun_18_x2_alt,,457,gun_18_x2_alt,,,warrior_gun_228_x2,1.9115,1.9523,0.985,,irresistible_gun_305_x2,1.4845,1.5162,0.985,,dreadnought_gun_b_305_x2,1.5031,1.5352,0.985,,dreadnought_gun_b_305_x2,1.5222,1.5547,0.985,,ussr_gun_406_x2,1.0279,1.0499,0.985,,,,,,,,,,,
gun_18_x3_alt,,457,gun_18_x3_alt,,,warrior_gun_228_x3,1.9115,1.9523,0.81,,irresistible_gun_305_x3,1.4845,1.5162,0.81,,dreadnought_gun_b_305_x3,1.5031,1.5352,0.81,,dreadnought_gun_b_305_x3,1.5222,1.5547,0.81,,ussr_gun_406_x3,1.0279,1.0499,0.81,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casemate_2,,51,casemate_2,,,casemate_gun_150_x1,0.53,0.63,2.6,,casemate_gun_150_x1,0.53,0.63,2.6,,casemate_gun_150_x1,0.53,0.63,2.6,,casemate_gun_150_x1,0.53,0.63,2.6,,casemate_gun_150_x1,0.53,0.63,2.6,,,,,,,,,,,
casemate_3,,76,casemate_3,,,casemate_gun_150_x1,0.643,0.743,2.2,,casemate_gun_150_x1,0.643,0.743,2.2,,casemate_gun_150_x1,0.643,0.743,2.2,,casemate_gun_150_x1,0.643,0.743,2.2,,casemate_gun_150_x1,0.643,0.743,2.2,,,,,,,,,,,
casemate_4,,102,casemate_4,,,casemate_gun_150_x1,0.756,0.856,1.9,,casemate_gun_150_x1,0.756,0.856,1.9,,casemate_gun_150_x1,0.756,0.856,1.9,,casemate_gun_150_x1,0.756,0.856,1.9,,casemate_gun_150_x1,0.756,0.856,1.9,,,,,,,,,,,
casemate_5,,127,casemate_5,,,casemate_gun_150_x1,0.869,0.969,1.4,,casemate_gun_150_x1,0.869,0.969,1.4,,casemate_gun_150_x1,0.869,0.969,1.4,,casemate_gun_150_x1,0.869,0.969,1.4,,casemate_gun_150_x1,0.869,0.969,1.4,,,,,,,,,,,
casemate_6,,152,casemate_6,,,casemate_gun_150_x1,0.982,1.082,1,,casemate_gun_150_x1,0.982,1.082,1,,casemate_gun_150_x1,0.982,1.082,1,,casemate_gun_150_x1,0.982,1.082,1,,casemate_gun_150_x1,0.982,1.082,1,,,,,,,,,,,
casemate_7,,178,casemate_7,,,casemate_gun_150_x1,1.095,1.195,1,,casemate_gun_150_x1,1.095,1.195,1,,casemate_gun_150_x1,1.095,1.195,1,,casemate_gun_150_x1,1.095,1.195,1,,casemate_gun_150_x1,1.095,1.195,1,,,,,,,,,,,
casemate_8,,203,casemate_8,,,casemate_gun_150_x1,1.208,1.308,1.2,,casemate_gun_150_x1,1.208,1.308,1.2,,casemate_gun_150_x1,1.208,1.308,1.2,,casemate_gun_150_x1,1.208,1.308,1.2,,casemate_gun_150_x1,1.208,1.308,1.2,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_15,,15,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_15,,15,torpedo_x1,,,torpedo_x1,0.825,0.825,,,torpedo_x1,0.845,0.845,,,moga_torpedo_x1,0.63,0.63,,,akizuki_torpedo_x1,0.63,0.63,,,spee_torpedo_x1,0.63,0.63,,,,,,,,,,,,
torpedo_x2_15,,15,torpedo_x2,,,torpedo_x2,0.825,0.825,,,torpedo_x2,0.845,0.845,,,moga_torpedo_x2,0.63,0.63,,,akizuki_torpedo_x2,0.63,0.63,,,spee_torpedo_x2,0.63,0.63,,,,,,,,,,,,
torpedo_x3_15,,15,torpedo_x3,,,torpedo_x3,0.825,0.825,,,torpedo_x3,0.845,0.845,,,moga_torpedo_x3,0.63,0.63,,,akizuki_torpedo_x3,0.63,0.63,,,spee_torpedo_x3,0.63,0.63,,,,,,,,,,,,
torpedo_x4_15,,15,torpedo_x4,,,torpedo_x4,0.825,0.825,,,torpedo_x4,0.845,0.845,,,moga_torpedo_x4,0.63,0.63,,,akizuki_torpedo_x4,0.63,0.63,,,spee_torpedo_x4,0.63,0.63,,,,,,,,,,,,
torpedo_x5_15,,15,torpedo_x5,,,torpedo_x5,0.825,0.825,,,torpedo_x5,0.845,0.845,,,moga_torpedo_x5,0.63,0.63,,,akizuki_torpedo_x5,0.63,0.63,,,spee_torpedo_x5,0.63,0.63,,,,,,,,,,,,
torpedo_x0_16,,16,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_16,,16,torpedo_x1,,,torpedo_x1,0.86,0.86,,,torpedo_x1,0.88,0.88,,,moga_torpedo_x1,0.66,0.66,,,akizuki_torpedo_x1,0.66,0.66,,,spee_torpedo_x1,0.66,0.66,,,,,,,,,,,,
torpedo_x2_16,,16,torpedo_x2,,,torpedo_x2,0.86,0.86,,,torpedo_x2,0.88,0.88,,,moga_torpedo_x2,0.66,0.66,,,akizuki_torpedo_x2,0.66,0.66,,,spee_torpedo_x2,0.66,0.66,,,,,,,,,,,,
torpedo_x3_16,,16,torpedo_x3,,,torpedo_x3,0.86,0.86,,,torpedo_x3,0.88,0.88,,,moga_torpedo_x3,0.66,0.66,,,akizuki_torpedo_x3,0.66,0.66,,,spee_torpedo_x3,0.66,0.66,,,,,,,,,,,,
torpedo_x4_16,,16,torpedo_x4,,,torpedo_x4,0.86,0.86,,,torpedo_x4,0.88,0.88,,,moga_torpedo_x4,0.66,0.66,,,akizuki_torpedo_x4,0.66,0.66,,,spee_torpedo_x4,0.66,0.66,,,,,,,,,,,,
torpedo_x5_16,,16,torpedo_x5,,,torpedo_x5,0.86,0.86,,,torpedo_x5,0.88,0.88,,,moga_torpedo_x5,0.66,0.66,,,akizuki_torpedo_x5,0.66,0.66,,,spee_torpedo_x5,0.66,0.66,,,,,,,,,,,,
torpedo_x0_17,,17,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_17,,17,torpedo_x1,,,torpedo_x1,0.895,0.895,,,torpedo_x1,0.915,0.915,,,moga_torpedo_x1,0.69,0.69,,,akizuki_torpedo_x1,0.69,0.69,,,spee_torpedo_x1,0.69,0.69,,,,,,,,,,,,
torpedo_x2_17,,17,torpedo_x2,,,torpedo_x2,0.895,0.895,,,torpedo_x2,0.915,0.915,,,moga_torpedo_x2,0.69,0.69,,,akizuki_torpedo_x2,0.69,0.69,,,spee_torpedo_x2,0.69,0.69,,,,,,,,,,,,
torpedo_x3_17,,17,torpedo_x3,,,torpedo_x3,0.895,0.895,,,torpedo_x3,0.915,0.915,,,moga_torpedo_x3,0.69,0.69,,,akizuki_torpedo_x3,0.69,0.69,,,spee_torpedo_x3,0.69,0.69,,,,,,,,,,,,
torpedo_x4_17,,17,torpedo_x4,,,torpedo_x4,0.895,0.895,,,torpedo_x4,0.915,0.915,,,moga_torpedo_x4,0.69,0.69,,,akizuki_torpedo_x4,0.69,0.69,,,spee_torpedo_x4,0.69,0.69,,,,,,,,,,,,
torpedo_x5_17,,17,torpedo_x5,,,torpedo_x5,0.895,0.895,,,torpedo_x5,0.915,0.915,,,moga_torpedo_x5,0.69,0.69,,,akizuki_torpedo_x5,0.69,0.69,,,spee_torpedo_x5,0.69,0.69,,,,,,,,,,,,
torpedo_x0_18,,18,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_18,,18,torpedo_x1,,,torpedo_x1,0.93,0.93,,,torpedo_x1,0.95,0.95,,,moga_torpedo_x1,0.72,0.72,,,akizuki_torpedo_x1,0.72,0.72,,,spee_torpedo_x1,0.72,0.72,,,,,,,,,,,,
torpedo_x2_18,,18,torpedo_x2,,,torpedo_x2,0.93,0.93,,,torpedo_x2,0.95,0.95,,,moga_torpedo_x2,0.72,0.72,,,akizuki_torpedo_x2,0.72,0.72,,,spee_torpedo_x2,0.72,0.72,,,,,,,,,,,,
torpedo_x3_18,,18,torpedo_x3,,,torpedo_x3,0.93,0.93,,,torpedo_x3,0.95,0.95,,,moga_torpedo_x3,0.72,0.72,,,akizuki_torpedo_x3,0.72,0.72,,,spee_torpedo_x3,0.72,0.72,,,,,,,,,,,,
torpedo_x4_18,,18,torpedo_x4,,,torpedo_x4,0.93,0.93,,,torpedo_x4,0.95,0.95,,,moga_torpedo_x4,0.72,0.72,,,akizuki_torpedo_x4,0.72,0.72,,,spee_torpedo_x4,0.72,0.72,,,,,,,,,,,,
torpedo_x5_18,,18,torpedo_x5,,,torpedo_x5,0.93,0.93,,,torpedo_x5,0.95,0.95,,,moga_torpedo_x5,0.72,0.72,,,akizuki_torpedo_x5,0.72,0.72,,,spee_torpedo_x5,0.72,0.72,,,,,,,,,,,,
torpedo_x0_19,,19,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_19,,19,torpedo_x1,,,torpedo_x1,0.965,0.965,,,torpedo_x1,0.985,0.985,,,moga_torpedo_x1,0.75,0.75,,,akizuki_torpedo_x1,0.75,0.75,,,spee_torpedo_x1,0.75,0.75,,,,,,,,,,,,
torpedo_x2_19,,19,torpedo_x2,,,torpedo_x2,0.965,0.965,,,torpedo_x2,0.985,0.985,,,moga_torpedo_x2,0.75,0.75,,,akizuki_torpedo_x2,0.75,0.75,,,spee_torpedo_x2,0.75,0.75,,,,,,,,,,,,
torpedo_x3_19,,19,torpedo_x3,,,torpedo_x3,0.965,0.965,,,torpedo_x3,0.985,0.985,,,moga_torpedo_x3,0.75,0.75,,,akizuki_torpedo_x3,0.75,0.75,,,spee_torpedo_x3,0.75,0.75,,,,,,,,,,,,
torpedo_x4_19,,19,torpedo_x4,,,torpedo_x4,0.965,0.965,,,torpedo_x4,0.985,0.985,,,moga_torpedo_x4,0.75,0.75,,,akizuki_torpedo_x4,0.75,0.75,,,spee_torpedo_x4,0.75,0.75,,,,,,,,,,,,
torpedo_x5_19,,19,torpedo_x5,,,torpedo_x5,0.965,0.965,,,torpedo_x5,0.985,0.985,,,moga_torpedo_x5,0.75,0.75,,,akizuki_torpedo_x5,0.75,0.75,,,spee_torpedo_x5,0.75,0.75,,,,,,,,,,,,
torpedo_x0_20,,20,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_20,,20,torpedo_x1,,,torpedo_x1,1,1,,,torpedo_x1,1.02,1.02,,,moga_torpedo_x1,0.78,0.78,,,akizuki_torpedo_x1,0.78,0.78,,,spee_torpedo_x1,0.78,0.78,,,,,,,,,,,,
torpedo_x2_20,,20,torpedo_x2,,,torpedo_x2,1,1,,,torpedo_x2,1.02,1.02,,,moga_torpedo_x2,0.78,0.78,,,akizuki_torpedo_x2,0.78,0.78,,,spee_torpedo_x2,0.78,0.78,,,,,,,,,,,,
torpedo_x3_20,,20,torpedo_x3,,,torpedo_x3,1,1,,,torpedo_x3,1.02,1.02,,,moga_torpedo_x3,0.78,0.78,,,akizuki_torpedo_x3,0.78,0.78,,,spee_torpedo_x3,0.78,0.78,,,,,,,,,,,,
torpedo_x4_20,,20,torpedo_x4,,,torpedo_x4,1,1,,,torpedo_x4,1.02,1.02,,,moga_torpedo_x4,0.78,0.78,,,akizuki_torpedo_x4,0.78,0.78,,,spee_torpedo_x4,0.78,0.78,,,,,,,,,,,,
torpedo_x5_20,,20,torpedo_x5,,,torpedo_x5,1,1,,,torpedo_x5,1.02,1.02,,,moga_torpedo_x5,0.78,0.78,,,akizuki_torpedo_x5,0.78,0.78,,,spee_torpedo_x5,0.78,0.78,,,,,,,,,,,,
torpedo_x0_21,,21,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_21,,21,torpedo_x1,,,torpedo_x1,1.035,1.035,,,torpedo_x1,1.055,1.055,,,moga_torpedo_x1,0.81,0.81,,,akizuki_torpedo_x1,0.81,0.81,,,spee_torpedo_x1,0.81,0.81,,,,,,,,,,,,
torpedo_x2_21,,21,torpedo_x2,,,torpedo_x2,1.035,1.035,,,torpedo_x2,1.055,1.055,,,moga_torpedo_x2,0.81,0.81,,,akizuki_torpedo_x2,0.81,0.81,,,spee_torpedo_x2,0.81,0.81,,,,,,,,,,,,
torpedo_x3_21,,21,torpedo_x3,,,torpedo_x3,1.035,1.035,,,torpedo_x3,1.055,1.055,,,moga_torpedo_x3,0.81,0.81,,,akizuki_torpedo_x3,0.81,0.81,,,spee_torpedo_x3,0.81,0.81,,,,,,,,,,,,
torpedo_x4_21,,21,torpedo_x4,,,torpedo_x4,1.035,1.035,,,torpedo_x4,1.055,1.055,,,moga_torpedo_x4,0.81,0.81,,,akizuki_torpedo_x4,0.81,0.81,,,spee_torpedo_x4,0.81,0.81,,,,,,,,,,,,
torpedo_x5_21,,21,torpedo_x5,,,torpedo_x5,1.035,1.035,,,torpedo_x5,1.055,1.055,,,moga_torpedo_x5,0.81,0.81,,,akizuki_torpedo_x5,0.81,0.81,,,spee_torpedo_x5,0.81,0.81,,,,,,,,,,,,
torpedo_x0_22,,22,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_22,,22,torpedo_x1,,,torpedo_x1,1.07,1.07,,,torpedo_x1,1.09,1.09,,,moga_torpedo_x1,0.84,0.84,,,akizuki_torpedo_x1,0.84,0.84,,,spee_torpedo_x1,0.84,0.84,,,,,,,,,,,,
torpedo_x2_22,,22,torpedo_x2,,,torpedo_x2,1.07,1.07,,,torpedo_x2,1.09,1.09,,,moga_torpedo_x2,0.84,0.84,,,akizuki_torpedo_x2,0.84,0.84,,,spee_torpedo_x2,0.84,0.84,,,,,,,,,,,,
torpedo_x3_22,,22,torpedo_x3,,,torpedo_x3,1.07,1.07,,,torpedo_x3,1.09,1.09,,,moga_torpedo_x3,0.84,0.84,,,akizuki_torpedo_x3,0.84,0.84,,,spee_torpedo_x3,0.84,0.84,,,,,,,,,,,,
torpedo_x4_22,,22,torpedo_x4,,,torpedo_x4,1.07,1.07,,,torpedo_x4,1.09,1.09,,,moga_torpedo_x4,0.84,0.84,,,akizuki_torpedo_x4,0.84,0.84,,,spee_torpedo_x4,0.84,0.84,,,,,,,,,,,,
torpedo_x5_22,,22,torpedo_x5,,,torpedo_x5,1.07,1.07,,,torpedo_x5,1.09,1.09,,,moga_torpedo_x5,0.84,0.84,,,akizuki_torpedo_x5,0.84,0.84,,,spee_torpedo_x5,0.84,0.84,,,,,,,,,,,,
torpedo_x0_23,,23,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,
torpedo_x1_23,,23,torpedo_x1,,,torpedo_x1,1.105,1.105,,,torpedo_x1,1.125,1.125,,,moga_torpedo_x1,0.87,0.87,,,akizuki_torpedo_x1,0.87,0.87,,,spee_torpedo_x1,0.87,0.87,,,,,,,,,,,,
